id,name_ja,name_en,image_file_path,category,is_dictionary_visible,rarity,faction_ja,faction_en,hp,phy,int,agi,passive_name_ja,passive_name_en,passive_text_ja,passive_text_en,attributes_ja,attributes_en,enchants
5032,宮本武蔵,Miyamoto Musashi,Image/Heroes/5032.png,original,true,Legendary,黄竜,KOURYU,438,181,82,119,二天一流,Niten Ichi-ryū,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 自身のチャージを2001アップ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's CHARGE by 2001.",決闘; 江戸,Duel; Edo,
5033,YATAGARASU,YATAGARASU,Image/Heroes/5033.png,collaboration,true,Legendary,黄竜,KOURYU,477,143,143,83,心眼一閃,Mind's Eye Slashing,敵の誰かがActive Skillを使用した後かつ状態異常の時に{triggerRate}%の確率で発動 / 敵全体に自身のPHYの35%ダメージ / 敵全体に自身のINTの35%ダメージ / 自身のチャージを敵全体のHP合計の100%アップ / 自身のチャージを与えたダメージの200%ダウン,"After an enemy uses an Active Skill, If it has a status effect, {triggerRate}% chance to trigger. / Deal damage to all enemies equal to 35% of this hero's PHY. / Deal damage to all enemies equal to 35% of this hero's INT. / Increase this hero's CHARGE by 100% of the total HP of all enemies. / Decrease this hero's CHARGE by 200% of damage dealt.",決闘; 隻眼; OASYX,Duel; One-eyed; OASYX,
10001,MCHウォーリアー,MCH Warrior,Image/Heroes/10001.png,novice,true,,朱雀,SUZAKU,162,63,42,53,クリプトスラッシュ,Crypto Slash,自身のHPが50%未満の時に{triggerRate}%の確率で1回だけ発動 / 先頭の敵に自身のPHYの120%ダメージ,"If this hero's HP is less than 50% , {triggerRate}% chance to trigger once. / Deal damage to the first enemy equal to 120% of this hero's PHY.",,,
10002,MCHタクティシャン,MCH Tactician,Image/Heroes/10002.png,novice,true,,青龍,SEIRYU,162,42,63,53,クリプトタクティクス,Crypto Tactics,自身のHPが50%未満の時に{triggerRate}%の確率で1回だけ発動 / 先頭の敵に自身のINTの120%ダメージ,"If this hero's HP is less than 50% , {triggerRate}% chance to trigger once. / Deal damage to the first enemy equal to 120% of this hero's INT.",,,
10003,MCHアーティスト,MCH Artist,Image/Heroes/10003.png,novice,true,,玄武,GENBU,159,53,53,53,クリプトアート,Crypto Art,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 味方全体のHPを回復係数の70%回復,"After this hero dies, {triggerRate}% chance to trigger once. / Heal all allies for 70% of Healing Coefficient.",,,
10004,福沢諭吉,Fukuzawa Yukichi,Image/Heroes/10004.png,novice,true,,玄武,GENBU,93,65,150,94,KO義塾,KO univ,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 味方全体のINTを自身のINTの20%アップ,"After this hero dies, {triggerRate}% chance to trigger once. / Increase the INT of all allies by 20% of this hero's INT.",,,
10005,孫尚香,Sun Shangxiang,Image/Heroes/10005.png,novice,true,,朱雀,SUZAKU,264,97,64,91,弓腰姫,Archery princess,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 先頭の敵に自身のPHYの15%ダメージ,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the first enemy equal to 15% of this hero's PHY.",,,
10006,パスカル,Blaise Pascal,Image/Heroes/10006.png,novice,true,,玄武,GENBU,186,38,78,74,考える葦,Thinking reed,自身のHPが70%未満の時に{triggerRate}%の確率で1回だけ発動 / 味方全体のINTを自身のINTの10%アップ / 味方全体のHPを回復係数の10%回復,"If this hero's HP is less than 70% , {triggerRate}% chance to trigger once. / Increase the INT of all allies by 10% of this hero's INT. / Heal all allies for 10% of Healing Coefficient.",,,
10007,ダビデ,David,Image/Heroes/10007.png,novice,true,,朱雀,SUZAKU,318,74,52,152,巨人殺し,Giant killing,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 先頭の敵に自身のPHYの30%ダメージ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the first enemy equal to 30% of this hero's PHY.",,,
10008,雷電為右衛門,Raiden Tameemon,Image/Heroes/10008.png,novice,true,,朱雀,SUZAKU,264,70,21,73,突っ張り,Hand Cannon,バトル開始時に{triggerRate}%の確率で発動 / 自身のPHYを自身のPHYの30%アップ,"At the start of battle, {triggerRate}% chance to trigger. / Increase this hero's PHY by 30% of this hero's PHY.",,,
11001,コナン・ドイル,Arthur Conan Doyle,Image/Heroes/11001.png,other,false,Common,玄武,GENBU,192,25,69,138,シャーロック・ホームズ,Sherlock Holmes,自身のHPが70%未満の時に{triggerRate}%の確率で1回だけ発動 / 先頭の味方のINTを自身のINTの30%アップ,"If this hero's HP is less than 70% , {triggerRate}% chance to trigger once. / Increase the first ally's INT by 30% of this hero's INT.",文系学問; イギリス; 謎,Soft Science; England; Mystery,
11002,甲斐姫,Kaihime,Image/Heroes/11002.png,other,false,Common,朱雀,SUZAKU,162,79,45,118,浪切,Namikiri,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 先頭の味方のPHYを自身のPHYの15%ダウン / 先頭の敵に自身のPHYの50%ダメージ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Decrease the first ally's PHY by 15% of this hero's PHY. / Deal damage to the first enemy equal to 50% of this hero's PHY.",女性; 戦国; 長柄武器,Female; Sengoku; Pole weapon,
11003,張遼,Zhang Liao,Image/Heroes/11003.png,other,false,Common,白虎,BYAKKO,222,67,62,93,遼来遼来,Zhang Liao is coming!,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 最後尾の敵に自身のPHYの20%ダメージ,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the last enemy equal to 20% of this hero's PHY.",三国志; 魏; 斧,Romance of the Three Kingdoms; Wei; Axe,
11004,シートン,Ernest Thompson Seton,Image/Heroes/11004.png,other,false,Common,玄武,GENBU,345,66,69,46,狼王ロボ,Lobo the King of Currumpaw,バトル開始時に{triggerRate}%の確率で発動 / PHYが最も高い敵に自身のINTの40%ダメージ / PHYが最も高い敵に{successRate}%の確率で出血を付与,"At the start of battle, {triggerRate}% chance to trigger. / Deal damage to the enemy with the highest PHY equal to 40% of this hero's INT. / {successRate}% chance to inflict Bleed on the enemy with the highest PHY.",文系学問; 動物; イギリス,Soft Science; Animal; England,
11005,伊能忠敬,Inō Tadataka,Image/Heroes/11005.png,other,false,Common,黄竜,KOURYU,132,20,74,158,大日本沿海輿地全図,Dai Nihon Enkai Yochi Zenzu,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 味方全体のINTを自身のAGIの25 ~ 30%アップ,"After this hero dies, {triggerRate}% chance to trigger once. / Increase the INT of all allies by 25 ~ 30% of this hero's AGI.",文系学問; 旅; 江戸,Soft Science; Journey; Edo,
11006,ピタゴラス,Pythagoras,Image/Heroes/11006.png,other,false,Common,青龍,SEIRYU,216,84,84,56,テトラクテュス,Tetractys,自身のHPが40%未満の時に{triggerRate}%の確率で1回だけ発動 / PHYが最も高い味方のPHYを自身のINTの28%アップ / INTが最も高い味方のINTを自身のPHYの28%アップ,"If this hero's HP is less than 40% , {triggerRate}% chance to trigger once. / Increase the PHY of the ally with the highest PHY by 28% of this hero's INT. / Increase the INT of the ally with the highest INT by 28% of this hero's PHY.",文系学問; 理系学問; ギリシャ,Soft Science; Hard Science; Greece,
11007,大長今,Jang-geum,Image/Heroes/11007.png,other,false,Common,白虎,BYAKKO,261,40,115,54,李氏朝鮮、宮廷医女,Joseon dynasty's Uinyeo,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / HPが最も低い味方のHPを回復係数の15%回復,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Heal the ally with the lowest HP for 15% of Healing Coefficient.",理系学問; 女性,Hard Science; Female,
11008,ジョン・L・サリバン,John L. Sullivan,Image/Heroes/11008.png,other,false,Common,朱雀,SUZAKU,264,85,35,88,ボストン・ストロング・ボーイ,Boston Strong Boy,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 自身のチャージを自身のHP減少量の100 ~ 250%アップ,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's CHARGE by 100 ~ 250% of this hero's HP decrease.",決闘; アメリカ大陸; 格闘,Duel; America; Grappling,
12001,ライト兄弟,Wright Brothers,Image/Heroes/12001.png,replica,false,RepC,黄竜,KOURYU,219,47,85,135,ライトフライヤー号,Wright Flyer,バトル開始時に{triggerRate}%の確率で発動 / 味方全体のAGIを自身のINTの10%アップ,"At the start of battle, {triggerRate}% chance to trigger. / Increase the AGI of all allies by 10% of this hero's INT.",理系学問; アメリカ大陸; デュオ; 機械,Hard Science; America; Duo; Machine,
12002,スパルタクス,Spartacus,Image/Heroes/12002.png,replica,false,RepC,朱雀,SUZAKU,573,59,42,42,剣闘士の反乱,Gladiator War,自身のHPが60%未満の時に{triggerRate}%の確率で1回だけ発動 / 自身のPHYを敵全体のINT増加量合計の100%アップ / 「INTが最も高い敵に自身のPHYの30 ~ 50%ダメージ」を2回繰り返す / 自身のPHYを敵全体のINT増加量合計の100%ダウン,"If this hero's HP is less than 60% , {triggerRate}% chance to trigger once. / Increase this hero's PHY by 100% of the total INT increase of all enemies. / [2 times]Deal damage to the enemy with the highest INT equal to 30 ~ 50% of this hero's PHY. / Decrease this hero's PHY by 100% of the total INT increase of all enemies.",決闘; ローマ,Duel; Rome,
12003,ジャックザリッパー,Jack the Ripper,Image/Heroes/12003.png,replica,false,RepC,黄竜,KOURYU,234,108,25,123,ランゲルライン,Langer's Line,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 最後尾の敵に自身のPHY減少量の80%ダメージ / 最後尾の敵に自身のPHYの20%ダメージ / 中衛の味方のPHYを自身のINTの20%ダウン / 自身のAGIを自身のAGIの5%アップ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the last enemy equal to 80% of this hero's PHY decrease. / Deal damage to the last enemy equal to 20% of this hero's PHY. / Decrease the midline ally's PHY by 20% of this hero's INT. / Increase this hero's AGI by 5% of this hero's AGI.",隠密; オカルト; イギリス,Covert; Occult; England,
12004,シューベルト,Franz Schubert ,Image/Heroes/12004.png,replica,false,RepC,玄武,GENBU,294,47,85,110,魔王,Erlkönig,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 敵全体に{successRate}%の確率で睡眠を付与 / 自身を自身の最大HPの5 ~ 15%回復した状態で復活 / 自身のAGIを敵全体のHP合計の100%ダウン,"After this hero dies, {triggerRate}% chance to trigger once. / {successRate}% chance to inflict Sleep on all enemies. / Revive this hero with 5 ~ 15% of this hero's Max HP. / Decrease this hero's AGI by 100% of the total HP of all enemies.",音楽; オーストリア,Music; Austria,
12005,グリム兄弟,Brothers Grimm,Image/Heroes/12005.png,replica,false,RepC,玄武,GENBU,330,35,110,85,ブレーメンの音楽隊,Town Musicians of Bremen,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 自身のHPを回復係数の10%回復 / 先頭の敵に{successRate}%の確率で混乱を付与,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Heal this hero for 10% of Healing Coefficient. / {successRate}% chance to inflict Confusion on the first enemy.",文系学問; 動物; ドイツ; デュオ; 童話,Soft Science; Animal; Germany; Duo; Fairy tale,
12006,アルキメデス,Archimedes,Image/Heroes/12006.png,replica,false,RepC,黄竜,KOURYU,174,75,103,98,ヘウレーカ！ヘウレーカ！,Eureka!Eureka!,バトル開始時に{triggerRate}%の確率で発動 / 自身のシールドを対象の最大HPの100%に更新,"At the start of battle, {triggerRate}% chance to trigger. / Set this hero's SHIELD to 100% of target's Max HP if higher.",理系学問; ギリシャ,Hard Science; Greece,
12007,サンタクロース,Santa Claus,Image/Heroes/12007.png,replica,false,RepC,朱雀,SUZAKU,255,43,96,116,プレゼント・フォー・ユー,Present for you,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 「HPが最も低い味方のHPを回復係数の12 ~ 25%回復」を3回繰り返す,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / [3 times]Heal the ally with the lowest HP for 12 ~ 25% of Healing Coefficient.",動物; ローマ; 信仰,Animal; Rome; Faith,
12008,シュレディンガー,Erwin Schrödinger,Image/Heroes/12008.png,replica,false,RepC,黄竜,KOURYU,315,31,102,102,シュレディンガーの猫,Schrödinger's Cat,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 自身を自身の最大HPの30%回復した状態で復活 / 自身のINTを自身のINTの20%アップ / 自身のAGIを自身のAGIの20%アップ,"After this hero dies, {triggerRate}% chance to trigger once. / Revive this hero with 30% of this hero's Max HP. / Increase this hero's INT by 20% of this hero's INT. / Increase this hero's AGI by 20% of this hero's AGI.",理系学問; 動物; オーストリア,Hard Science; Animal; Austria,
12009,森蘭丸,Mori Ranmaru,Image/Heroes/12009.png,replica,false,RepC,朱雀,SUZAKU,168,79,98,107,天下人の使者,Messenger of the Amenor,敵の誰かがActive Skillを使用した後に{triggerRate}%の確率で発動 / AGIが最も高い敵のAGIを自身の最大HPの25%アップ / AGIが最も高い敵のAGIを対象のAGIの40%ダウン / AGIが最も高い敵に{successRate}%の確率でバインドを付与,"After an enemy uses an Active Skill, {triggerRate}% chance to trigger. / Increase the AGI of the enemy with the highest AGI by 25% of this hero's Max HP. / Decrease the AGI of the enemy with the highest AGI by 40% of target's AGI. / {successRate}% chance to inflict Bind on the enemy with the highest AGI.",戦国; 本能寺の変,Sengoku; Honnō-ji Incident,
12010,カフカ,Franz Kafka,Image/Heroes/12010.png,replica,false,RepC,玄武,GENBU,234,46,68,148,変身,The Metamorphosis,バトル開始時に{triggerRate}%の確率で発動 / 味方全体のHPを回復係数の30%回復 / 味方全体のAGIを自身のAGIの10%アップ,"At the start of battle, {triggerRate}% chance to trigger. / Heal all allies for 30% of Healing Coefficient. / Increase the AGI of all allies by 10% of this hero's AGI.",文系学問; ヨーロッパ,Soft Science; Poland,
12011,孫子,Sun Tzu,Image/Heroes/12011.png,replica,false,RepC,白虎,BYAKKO,186,57,127,94,兵は詭道なり,A military operation involves deception.,バトル開始時に{triggerRate}%の確率で発動 / 敵全体のAGIを自身のINTの15 ~ 20%ダウン / 味方全体のAGIを自身のINTの10%ダウン,"At the start of battle, {triggerRate}% chance to trigger. / Decrease the AGI of all enemies by 15 ~ 20% of this hero's INT. / Decrease the AGI of all allies by 10% of this hero's INT.",文系学問; 中国,Soft Science; China,
12012,石田三成,Ishida Mitsunari,Image/Heroes/12012.png,replica,false,RepC,青龍,SEIRYU,246,79,116,63,大一大万大吉,Pull together,敵全体のPHY/INT/AGI合計が元の値の115%以上の時に{triggerRate}%の確率で1回だけ発動 / 先頭の味方のPHYを敵全体のINT増加量合計の20%アップ / 先頭の敵のINTを対象のINT増加量の120 ~ 140%ダウン,"If the total PHY/INT/AGI of all enemies is over 115% of its original value, {triggerRate}% chance to trigger once. / Increase the first ally's PHY by 20% of the total INT increase of all enemies. / Decrease the first enemy's INT by 120 ~ 140% of target's INT increase.",政治; 戦国,Politics; Sengoku,
12013,許褚,Xu Chu,Image/Heroes/12013.png,replica,false,RepC,白虎,BYAKKO,285,131,51,63,虎痴,Sense of Tiger,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 自身のINTを自身のINT減少量の45%アップ / 自身のPHYを自身のINT減少量の200%アップ / 自身のAGIを自身のINT減少量の100%アップ / 自身のINTを70ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's INT by 45% of this hero's INT decrease. / Increase this hero's PHY by 200% of this hero's INT decrease. / Increase this hero's AGI by 100% of this hero's INT decrease. / Decrease this hero's INT by 70.",三国志; 魏; 斧,Romance of the Three Kingdoms; Wei; Axe,
12014,徳川慶喜,Tokugawa Yoshinobu,Image/Heroes/12014.png,replica,false,RepC,青龍,SEIRYU,219,57,111,99,大政奉還,Taisei hokan,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 自身のINTを自身のINT減少量の30%アップ / 敵全体のPHYを自身のINTの15%ダウン / 敵全体のINTを自身のINTの15%ダウン / 自身のINTを自身のINTの40%ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's INT by 30% of this hero's INT decrease. / Decrease the PHY of all enemies by 15% of this hero's INT. / Decrease the INT of all enemies by 15% of this hero's INT. / Decrease this hero's INT by 40% of this hero's INT.",政治; 江戸; 機械,Politics; Edo; Machine,
12015,モンテスキュー,Montesquieu,Image/Heroes/12015.png,replica,false,RepC,白虎,BYAKKO,186,51,116,111,法の精神,The Spirit of the Laws,バトル開始時に{triggerRate}%の確率で発動 / INTが最も高い敵のINTを自身のINTの30%ダウン / INTが最も低い敵のINTを対象のINTの20%アップ / 自身のINTを自身のINTの5%アップ / 自身のAGIを自身のINTの5%アップ,"At the start of battle, {triggerRate}% chance to trigger. / Decrease the INT of the enemy with the highest INT by 30% of this hero's INT. / Increase the INT of the enemy with the lowest INT by 20% of target's INT. / Increase this hero's INT by 5% of this hero's INT. / Increase this hero's AGI by 5% of this hero's INT.",文系学問; フランス,Soft Science; France,
12016,アナスタシア,Anastasia,Image/Heroes/12016.png,replica,false,RepC,青龍,SEIRYU,150,31,111,148,幻の生存者,Phantom Survivor,自身のHPが50%未満の時に{triggerRate}%の確率で1回だけ発動 / 敵全体のINTを自身のINTの30 ~ 40%ダウン / 敵全体に対象のINT減少量の50%ダメージ / 味方全体のPHYを自身のINTの20%ダウン,"If this hero's HP is less than 50% , {triggerRate}% chance to trigger once. / Decrease the INT of all enemies by 30 ~ 40% of this hero's INT. / Deal damage to all enemies equal to 50% of target's INT decrease. / Decrease the PHY of all allies by 20% of this hero's INT.",政治; 女性; オカルト; ロシア,Politics; Female; Occult; Russia,
12017,ジェロニモ,Geronimo,Image/Heroes/12017.png,replica,false,RepC,朱雀,SUZAKU,378,94,26,94,荒野の復讐者,Revenge of the Wilderness,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 先頭の敵のINTを自身のPHYの15%ダウン / INTが最も高い敵のINTを味方全体のPHY減少量合計の30%ダウン / 自身のINTを自身のINTの15%ダウン,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Decrease the first enemy's INT by 15% of this hero's PHY. / Decrease the INT of the enemy with the highest INT by 30% of the total PHY decrease of all allies. / Decrease this hero's INT by 15% of this hero's INT.",アメリカ大陸; 信仰; 斧,America; Faith; Axe,int_alleviation:30
12018,茶々,Lady Chacha,Image/Heroes/12018.png,replica,false,RepC,玄武,GENBU,186,68,111,99,錦城の女主,Mistress of Osaka Castle,味方全体のHP合計が60%未満の時に{triggerRate}%の確率で1回だけ発動 / 味方全体のPHYを自身のINTの30%アップ / 味方全体のシールドを自身のINTの70%に更新,"If the total HP of all allies is less than 60% , {triggerRate}% chance to trigger once. / Increase the PHY of all allies by 30% of this hero's INT. / Set the SHIELD of all allies to 70% of this hero's INT if higher.",女性; 戦国; 長柄武器,Female; Sengoku; Pole weapon,
12019,金太郎,Kintaro,Image/Heroes/12019.png,replica,false,RepC,朱雀,SUZAKU,339,122,20,85,けだものあつめて すもうのけいこ,Bear and Sumo,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 先頭の敵のPHYを対象のPHYの20%アップ / 自身のPHYを自身のPHYの40%アップ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase the first enemy's PHY by 20% of target's PHY. / Increase this hero's PHY by 40% of this hero's PHY.",動物; 日本; 斧,Animal; Japan; Axe,
12020,明智光秀,Akechi Mitsuhide,Image/Heroes/12020.png,replica,false,RepC,青龍,SEIRYU,183,57,111,111,本能寺の変,Honno-ji Incident,自身のHPが30%未満の時に{triggerRate}%の確率で1回だけ発動 / PHYが最も高い敵に自身のINTの80%ダメージ / PHYが最も高い敵に{successRate}%の確率で混乱を付与,"If this hero's HP is less than 30% , {triggerRate}% chance to trigger once. / Deal damage to the enemy with the highest PHY equal to 80% of this hero's INT. / {successRate}% chance to inflict Confusion on the enemy with the highest PHY.",革命; 戦国; 本能寺の変,Revolution; Sengoku; Honnō-ji Incident,reduction:20
12021,高杉晋作,Takasugi Shinsaku,Image/Heroes/12021.png,replica,false,RepC,黄竜,KOURYU,117,68,111,122,奇兵隊,Kiheitai,バトル開始時に{triggerRate}%の確率で発動 / 自身に{successRate}%の確率でバリアを付与 / 自身に100%の確率でデコイを付与,"At the start of battle, {triggerRate}% chance to trigger. / {successRate}% chance to inflict Barrier on this hero. / 100% chance to inflict Decoy on this hero.",戦術; 幕末,Tactics; Bakumatsu,
12022,アンデルセン,Hans Christian Andersen,Image/Heroes/12022.png,replica,false,RepC,玄武,GENBU,234,46,100,116,マッチ売りの少女,The Little Match Girl,自身のHPが60%未満の時に{triggerRate}%の確率で1回だけ発動 / 敵全体に自身のINTの35 ~ 55%ダメージ,"If this hero's HP is less than 60% , {triggerRate}% chance to trigger once. / Deal damage to all enemies equal to 35 ~ 55% of this hero's INT.",文系学問; ヨーロッパ; デュオ; 童話,Soft Science; Poland; Duo; Fairy tale,
12023,ミケランジェロ,Michelangelo,Image/Heroes/12023.png,replica,false,RepC,玄武,GENBU,252,63,142,51,ダビデの覚醒,The Awakening of David,バトル開始時に{triggerRate}%の確率で発動 / 自身のINTを50アップ,"At the start of battle, {triggerRate}% chance to trigger. / Increase this hero's INT by 50.",美術; イタリア,Art; Italy,phy_alleviation:30
12024,サロメ,Salome,Image/Heroes/12024.png,replica,false,RepC,朱雀,SUZAKU,339,79,43,105,ヘロディアの娘,Daughter of Herodias,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 自身のPHYを自身のPHYの5%アップ / HPが最も低い味方のHPを受けたダメージの25%回復 / 先頭の敵に{successRate}%の確率で恐怖を付与,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's PHY by 5% of this hero's PHY. / Heal the ally with the lowest HP for 25% of damage taken. / {successRate}% chance to inflict Fear on the first enemy.",女性; オカルト; 芸能; 地中海,Female; Occult; Performing Arts; Mediterranean,
12025,サトシ・ナカモト ALPHA CC,SATOSHI・NAKAMOTO ALPHA CC,Image/Heroes/12025.png,replica,false,RepC,玄武,GENBU,312,105,37,94,マイニング ALPHA CC,Mining ALPHA CC,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 最後尾の味方のPHYを自身のPHYの10%アップ / 最後尾の味方のAGIを自身のPHYの10%アップ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase the last ally's PHY by 10% of this hero's PHY. / Increase the last ally's AGI by 10% of this hero's PHY.",理系学問; 謎,Hard Science; Mystery,int_alleviation:30
12026,豊臣秀吉,Toyotomi Hideyoshi,Image/Heroes/12026.png,replica,false,RepC,青龍,SEIRYU,210,63,51,156,功名立志伝,Monkey Success Story,バトル開始時に{triggerRate}%の確率で発動 / PHYが最も高い味方のAGIを自身のAGIの20%アップ,"At the start of battle, {triggerRate}% chance to trigger. / Increase the AGI of the ally with the highest PHY by 20% of this hero's AGI.",指導者; 動物; 戦国; 天下人,Head; Animal; Sengoku; Ruler over Sengoku,
12027,イソップ,Aesop,Image/Heroes/12027.png,replica,false,RepC,玄武,GENBU,360,119,51,50,うさぎとかめ,The Tortoise and the Hare,自身のHPが60%未満の時に{triggerRate}%の確率で1回だけ発動 / INTが最も高い敵のAGIを対象のAGIの100%ダウン / INTが最も高い敵のAGIを自身のAGIの30%アップ,"If this hero's HP is less than 60% , {triggerRate}% chance to trigger once. / Decrease the AGI of the enemy with the highest INT by 100% of target's AGI. / Increase the AGI of the enemy with the highest INT by 30% of this hero's AGI.",文系学問; 動物; ギリシャ; 童話,Soft Science; Animal; Greece; Fairy tale,
12028,チュン姉妹,Trưng Sisters,Image/Heroes/12028.png,replica,false,RepC,青龍,SEIRYU,222,66,125,75,姉妹の反乱,Sister Rebellion,敵の誰かがActive Skillを使用した後に{triggerRate}%の確率で発動 / 最後尾の敵に自身のPHY減少量の70 ~ 100%ダメージ / 最後尾の敵に自身のINT減少量の70 ~ 100%ダメージ,"After an enemy uses an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the last enemy equal to 70 ~ 100% of this hero's PHY decrease. / Deal damage to the last enemy equal to 70 ~ 100% of this hero's INT decrease.",女性; 動物; アジア; デュオ; 世界三大ジャンヌ,Female; Animal; Asia; Duo; The world's three greatest Jeannes,
12029,一休,Ikkyu,Image/Heroes/12029.png,replica,false,RepC,黄竜,KOURYU,282,72,120,54,めでたくもあり・めでたくもなし,Happy and Unhappy,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 自身を自身の最大HPの20%回復した状態で復活 / 最後尾の敵に自身のINTの30 ~ 50%ダメージ,"After this hero dies, {triggerRate}% chance to trigger once. / Revive this hero with 20% of this hero's Max HP. / Deal damage to the last enemy equal to 30 ~ 50% of this hero's INT.",戦国; 信仰; 謎,Sengoku; Faith; Mystery,
12030,出雲阿国,Izumo no Okuni,Image/Heroes/12030.png,replica,false,RepC,玄武,GENBU,489,71,59,47,ややこ踊り,Yayako-Dance,味方全体のHP合計が60%未満の時に{triggerRate}%の確率で1回だけ発動 / 敵全体に自身のPHYの35 ~ 55%ダメージ,"If the total HP of all allies is less than 60% , {triggerRate}% chance to trigger once. / Deal damage to all enemies equal to 35 ~ 55% of this hero's PHY.",女性; 戦国; 芸能,Female; Sengoku; Performing Arts,
12031,ビスマルク,Bismarck,Image/Heroes/12031.png,replica,false,RepC,青龍,SEIRYU,354,113,56,53,鉄血演説,Blood and Iron speech,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 中衛の敵に{successRate}%の確率で恐怖を付与 / 最後尾の敵に{successRate}%の確率で恐怖を付与,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / {successRate}% chance to inflict Fear on the midline enemy. / {successRate}% chance to inflict Fear on the last enemy.",指導者; 政治; ドイツ,Head; Politics; Germany,
12032,モンゴメリ,Montgomery,Image/Heroes/12032.png,replica,false,RepC,朱雀,SUZAKU,255,35,116,104,グリーンゲイブルズ,Green Gables,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 最後尾の敵に自身のINTの30%ダメージ / 最後尾の敵に自身のINT減少量の50%ダメージ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the last enemy equal to 30% of this hero's INT. / Deal damage to the last enemy equal to 50% of this hero's INT decrease.",文系学問; 女性; アメリカ大陸,Soft Science; Female; America,
12033,ゲーテ,Goethe,Image/Heroes/12033.png,replica,false,RepC,白虎,BYAKKO,420,57,103,40,若きウェルテルの悩み,The Sorrows of Young Werther,自身のHPが60%未満の時に{triggerRate}%の確率で1回だけ発動 / 先頭の敵のPHYを対象のPHYの100%ダウン / 先頭の敵のPHYを自身のPHYの30%アップ / 敵全体に{successRate}%の確率でバインドを付与,"If this hero's HP is less than 60% , {triggerRate}% chance to trigger once. / Decrease the first enemy's PHY by 100% of target's PHY. / Increase the first enemy's PHY by 30% of this hero's PHY. / {successRate}% chance to inflict Bind on all enemies.",政治; 文系学問; 理系学問; ドイツ,Politics; Soft Science; Hard Science; Germany,
12034,プラトン,Plato,Image/Heroes/12034.png,replica,false,RepC,白虎,BYAKKO,276,117,64,67,イデア論,Theory of Ideas,バトル開始時に{triggerRate}%の確率で発動 / PHYが最も高い敵のPHYを自身のPHYの30%ダウン / PHYが最も低い敵のPHYを対象のPHYの20%アップ / 自身のPHYを自身のPHYの5%アップ / 自身のAGIを自身のPHYの5%アップ,"At the start of battle, {triggerRate}% chance to trigger. / Decrease the PHY of the enemy with the highest PHY by 30% of this hero's PHY. / Increase the PHY of the enemy with the lowest PHY by 20% of target's PHY. / Increase this hero's PHY by 5% of this hero's PHY. / Increase this hero's AGI by 5% of this hero's PHY.",文系学問; ギリシャ,Soft Science; Greece,
