id,name_ja,name_en,image_file_path,hp,phy,int,agi,trend_hp,trend_phy,trend_int,trend_agi,active_skill_ids,active_skill_names_ja,active_skill_descriptions_ja,passive_skill_id,passive_skill_name_ja,passive_skill_description_ja
749,ゴースト・金太郎,Ghost Kintaro,Image/Enemies/718.png,711,351,35,114,39,58,5,18,2595/2471/3121,愛を取らないでください; ブレイブフライングタンジェリン; EMAGYドリンク,敵全体にPHYダメージ、PHYの一番低い敵に出血 | 敵全体のPHYをこのヒーローのPHYの8%分ダウンし、最後尾の敵にこのヒーローのPHYの40％分ダメージ [LE9 - Tangerine] | 先頭の味方のPHYを、自分のPHYの15%分アップ / 先頭の味方のAGIを、自分のPHYの5%分アップ,1100,けだものあつめて すもうのけいこ,自分がActiveSkillを使用した後、55%の確率で発動 : 先頭の敵のPHYを、対象のPHYの20%分アップ / 自分のPHYを、自分のPHYの40%分アップ
750,ゴースト・豊臣秀吉,Ghost Toyotomi Hideyoshi,Image/Enemies/744.png,567,164,51,249,35,31,9,45,3121/2253/2471,EMAGYドリンク; ブレイブギュウキ; ブレイブフライングタンジェリン,先頭の味方のPHYを、自分のPHYの15%分アップ / 先頭の味方のAGIを、自分のPHYの5%分アップ | 敵全体にPHYの40~50%分ダメージを与え、自分のPHYを7%ダウン | 敵全体のPHYをこのヒーローのPHYの8%分ダウンし、最後尾の敵にこのヒーローのPHYの40％分ダメージ [LE9 - Tangerine],1124,功名立志伝,バトル開始時、最もPHYの高い味方のAGIをこのヒーローのAGIの20%分アップ
751,ゴースト・豊臣秀吉,Ghost Toyotomi Hideyoshi,Image/Enemies/744.png,441,192,51,263,28,35,9,48,3121/2415/2471,EMAGYドリンク; ブレイブハリケーン; ブレイブフライングタンジェリン,先頭の味方のPHYを、自分のPHYの15%分アップ / 先頭の味方のAGIを、自分のPHYの5%分アップ | 前衛の敵にPHYの20％分ダメージ、中衛の敵に35%分のダメージ、後衛の敵に70%分のダメージ [LE2-Ocean] / 前衛の敵にPHYの20％分ダメージ、中衛の敵に35%分のダメージ、後衛の敵に70%分のダメージ | 敵全体のPHYをこのヒーローのPHYの8%分ダウンし、最後尾の敵にこのヒーローのPHYの40％分ダメージ [LE9 - Tangerine],1124,功名立志伝,バトル開始時、最もPHYの高い味方のAGIをこのヒーローのAGIの20%分アップ
752,ゴースト・グリム兄弟,Ghost Brothers Grimm,Image/Enemies/421.png,546,35,353,100,33,7,63,17,2423/2080/3001,ウィズダムインクベリー; ウィズダムリーディング; ブラックシャウト,前衛の敵にINTの45％分ダメージ、中衛の敵にINTの35％分ダメージ、後衛の敵にINTの20％分ダメージ。最もINTの高い敵を毒状態にすることがある [LE3-Blueberry] | 敵全体にINTの35〜40%ダメージ | 先頭の敵にINTの40~50%分ダメージ,1042,ブレーメンの音楽隊,ダメージを受けた時、自分に10%の回復効果を与え、先頭の敵に混乱効果を与えることがある
753,ゴースト・孫策,Ghost Sun Ce,Image/Enemies/548.png,678,282,35,127,41,51,6,22,2697/2697/3002,ブレイブミズラーブ; ブレイブミズラーブ; レッドストライク,先頭＋中衛PHY | 先頭＋中衛PHY | 先頭の敵にPHYの40~60%分ダメージ,1157,長沙桓王,自分HP60%発動、自分のPHY50%UP、一番低い敵のHPにPHYの40％ダメを3回、自分のPHYを50%ダウン
754,ゴースト・孫策,Ghost Sun Ce,Image/Enemies/548.png,417,368,50,113,25,66,9,20,2697/2595/3002,ブレイブミズラーブ; 愛を取らないでください; レッドストライク,先頭＋中衛PHY | 敵全体にPHYダメージ、PHYの一番低い敵に出血 | 先頭の敵にPHYの40~60%分ダメージ,1157,長沙桓王,自分HP60%発動、自分のPHY50%UP、一番低い敵のHPにPHYの40％ダメを3回、自分のPHYを50%ダウン
755,ゴースト・サトシ・ナカモト ALPHA CC,Ghost SATOSHI・NAKAMOTO ALPHA CC,Image/Enemies/755.png,600,211,85,180,36,38,15,31,3129/2756/2721,バックパス; ブレイブツインスラッシュ; ウィズダムビジョン,最後尾の味方のINTを、自分のPHYの15%分アップ / 最後尾の味方のAGIを、自分のPHYの15%分アップ | 一番PHYの低い敵のHPに、自分のPHYの45%-50%分ダメージ / 一番PHYの低い敵のHPに、自分のPHYの10%-15%分ダメージ / 最後尾の味方のPHYを、自分のPHYの6%分アップ | 一番HPの低い味方のHPを、PHY回復係数の50-60%回復/敵全体のINTを、対象のINT増加分の40%ダウン/先頭のPHY増加分を対象の25%アップ,1122,マイニング ALPHA CC,自分がActiveSkillを使用した後、35%の確率で発動 : 最後尾の味方のPHYを、自分のPHYの10%分アップ / 最後尾の味方のAGIを、自分のPHYの10%分アップ
756,ゴースト・サトシ・ナカモト ALPHA CC,Ghost SATOSHI・NAKAMOTO ALPHA CC,Image/Enemies/755.png,600,222,85,180,35,39,15,31,3129/2756/2579,バックパス; ブレイブツインスラッシュ; ブレイブヒャクヤク,最後尾の味方のINTを、自分のPHYの15%分アップ / 最後尾の味方のAGIを、自分のPHYの15%分アップ | 一番PHYの低い敵のHPに、自分のPHYの45%-50%分ダメージ / 一番PHYの低い敵のHPに、自分のPHYの10%-15%分ダメージ / 最後尾の味方のPHYを、自分のPHYの6%分アップ | 一番HPの低い味方のHPを、回復係数の50-60%分回復し、敵全員のPHY/AGIを対象のPHY/AGI増加分の20%ダウン,1122,マイニング ALPHA CC,自分がActiveSkillを使用した後、35%の確率で発動 : 最後尾の味方のPHYを、自分のPHYの10%分アップ / 最後尾の味方のAGIを、自分のPHYの10%分アップ
757,ゴースト・サロメ,Ghost Salome,Image/Enemies/731.png,564,263,64,234,31,42,10,37,2756/2756/3123,ブレイブツインスラッシュ; ブレイブツインスラッシュ; バンディットバイト,一番PHYの低い敵のHPに、自分のPHYの45%-50%分ダメージ / 一番PHYの低い敵のHPに、自分のPHYの10%-15%分ダメージ / 最後尾の味方のPHYを、自分のPHYの6%分アップ | 一番PHYの低い敵のHPに、自分のPHYの45%-50%分ダメージ / 一番PHYの低い敵のHPに、自分のPHYの10%-15%分ダメージ / 最後尾の味方のPHYを、自分のPHYの6%分アップ | 最後尾の敵のHPに、自分のPHYの40%-50%分ダメージ,1119,ヘロディアの娘,自分がActiveSkillでダメージを受けた後、50%の確率で発動 : 自分のPHYを、自分のPHYの5%分アップ / 一番HPの低い味方のHPを、自分が受けたダメージの25%分回復 / 先頭の敵を恐怖状態にすることがある
758,ゴースト・高杉晋作,Ghost Takasugi Shinsaku,Image/Enemies/758.png,516,284,111,236,26,43,16,35,2313/2313/3130,ブレイブファント; ブレイブファント; ホットチリペッパー,先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ | 先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ | 味方全員のHPを、PHY回復係数の20%分回復,1108,奇兵隊,Battle開始時、100%の確率で発動 : 自分をバリアにすることがある / Battle開始時、100%の確率で発動 : 自分に100%の確率でデコイを付与する
759,ゴースト・高杉晋作,Ghost Takasugi Shinsaku,Image/Enemies/758.png,516,284,111,236,26,43,16,35,2313/2313/3120,ブレイブファント; ブレイブファント; Punks Not Dead,先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ | 先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ | 敵全員のHPに、自分のPHYの10%分ダメージ / 中衛の敵のHPに、自分のPHYの40%-60%分ダメージ,1108,奇兵隊,Battle開始時、100%の確率で発動 : 自分をバリアにすることがある / Battle開始時、100%の確率で発動 : 自分に100%の確率でデコイを付与する
760,ゴースト・高杉晋作,Ghost Takasugi Shinsaku,Image/Enemies/758.png,516,284,111,236,26,43,16,35,2313/2313/3106,ブレイブファント; ブレイブファント; サイドワインダー,先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ | 先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ | 先頭の敵にPHYの40％分ダメージを与え、先頭の敵を毒状態にすることがある,1108,奇兵隊,Battle開始時、100%の確率で発動 : 自分をバリアにすることがある / Battle開始時、100%の確率で発動 : 自分に100%の確率でデコイを付与する
761,ゴースト・孫策,Ghost Sun Ce,Image/Enemies/548.png,654,333,35,168,35,53,6,26,2115/2446/3121,テカムセの呪い; ソノラ; EMAGYドリンク,先頭の敵にPHYの60〜70%分ダメージを与え、先頭の敵のINTを自分のPHYの5％分ダウン | 最もHPの低い敵にPHYの30-50%分のダメージを与え、最後尾の敵に恐怖効果を与えることがある [LE6] | 先頭の味方のPHYを、自分のPHYの15%分アップ / 先頭の味方のAGIを、自分のPHYの5%分アップ,1157,長沙桓王,自分HP60%発動、自分のPHY50%UP、一番低い敵のHPにPHYの40％ダメを3回、自分のPHYを50%ダウン
762,ゴースト・茶々,Ghost Lady Chacha,Image/Enemies/762.png,399,68,455,165,20,10,66,24,2028/3004/2528,ムジカノーヴァ; グリーンリース; ウィズダム狙撃兵,最もHPが低い味方に60〜70％の回復効果を与え、自分のINTを5％アップ | 先頭の味方のPHY / AGIをINTの15％分アップ | 最もAGIの高い敵にINTの45-55%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある,1097,錦城の女主,初めて味方全員の合計HPが60%未満になった後、100%の確率で発動 : 味方全員のPHYを、自分のINTの30%分アップ / 味方全員のシールドに自分のINTの70%分付与
763,ゴースト・孫策,Ghost Sun Ce,Image/Enemies/548.png,754,326,35,167,39,51,5,25,2115/2606/3103,テカムセの呪い; ホーリー・レゾナンス; 無垢なる忠誠,先頭の敵にPHYの60〜70%分ダメージを与え、先頭の敵のINTを自分のPHYの5％分ダウン | 先頭の敵のHPに自分のPHYの50-60%ダメージ、先頭の敵に出血 | 先頭の敵にPHYの40％分ダメージを与え、自分に10％の回復効果を与える,1157,長沙桓王,自分HP60%発動、自分のPHY50%UP、一番低い敵のHPにPHYの40％ダメを3回、自分のPHYを50%ダウン
764,ゴースト・明智光秀,Ghost Akechi Mitsuhide,Image/Enemies/569.png,642,57,373,159,32,9,56,23,3003/2641/2641,ブルーブロッサム; ウィズダムオクターブ; ウィズダムオクターブ,先頭の味方のINT / AGIをINTの10％分アップ | 最後尾INT攻撃と睡眠 | 最後尾INT攻撃と睡眠,1103,本能寺の変,初めて自分のHPが30%未満になった後、100%の確率で発動 : 最もPHYの高い敵のHPに、自分のINTの80%分ダメージ / 最もPHYの高い敵を混乱にすることがある
765,ゴースト・アンデルセン,Ghost Hans Christian Andersen,Image/Enemies/563.png,660,46,354,116,36,8,58,18,3003/2528/2017,ブルーブロッサム; ウィズダム狙撃兵; ブレイブショット,先頭の味方のINT / AGIをINTの10％分アップ | 最もAGIの高い敵にINTの45-55%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある | 敵全体にINTの35〜40%ダメージ,1115,マッチ売りの少女,初めて自分のHPが60%未満になった後、100%の確率で発動 : 敵全員のHPに、自分のINTの35%-55%分ダメージ
766,ゴースト・徳川慶喜,Ghost Tokugawa Yoshinobu,Image/Enemies/422.png,567,57,500,99,27,8,71,14,2241/3003/2241,ウィズダムフクリュウ; ブルーブロッサム; ウィズダムフクリュウ,敵全体にINTの20〜25%ダメージを与え、敵全体のINTをこのヒーローのINTの8%分ダウン | 先頭の味方のINT / AGIをINTの10％分アップ | 敵全体にINTの20〜25%ダメージを与え、敵全体のINTをこのヒーローのINTの8%分ダウン,1083,大政奉還,自分がActiveSkillを使用した後、40%の確率で発動 : 自分のINTを、自分のINT低下分の30%分アップ / 敵全員のPHYを、自分のINTの15%分ダウン / 敵全員のINTを、自分のINTの15%分ダウン / 自分のINTを、自分のINTの40%分ダウン
767,ゴースト・ジャックザリッパー,Ghost Jack the Ripper,Image/Enemies/767.png,666,999,999,666,10,42,41,27,3114/2053/2206,フル・スロットル; ブレイブチャージ; エリートキキョウ,自分のAGIを5％アップし、先頭の敵のAGIをAGIの5％分ダウン | 自分のAGIを5〜20%アップ | 自分のPHYとINTを4〜9％アップし、自分に15%の回復効果を与える,1024,ランゲルライン,自分がActiveSkillを使用した後、100%の確率で発動 : 最後尾の敵のHPに、自分のPHY低下分の80%分ダメージ / 最後尾の敵のHPに、自分のPHYの20%分ダメージ / 中衛の味方のPHYを、自分のINTの20%分ダウン / 自分のAGIを、自分のAGIの5%分アップ
768,ゴースト・ジャックザリッパー,Ghost Jack the Ripper,Image/Enemies/767.png,666,999,999,666,10,42,41,27,3114/2052/2206,フル・スロットル; 一日千里; エリートキキョウ,自分のAGIを5％アップし、先頭の敵のAGIをAGIの5％分ダウン | 味方全体のAGIを自分のAGIの5〜10%分アップ | 自分のPHYとINTを4〜9％アップし、自分に15%の回復効果を与える,1024,ランゲルライン,自分がActiveSkillを使用した後、100%の確率で発動 : 最後尾の敵のHPに、自分のPHY低下分の80%分ダメージ / 最後尾の敵のHPに、自分のPHYの20%分ダメージ / 中衛の味方のPHYを、自分のINTの20%分ダウン / 自分のAGIを、自分のAGIの5%分アップ
769,ゴースト・ジャックザリッパー,Ghost Jack the Ripper,Image/Enemies/767.png,666,999,999,666,10,42,41,27,3114/2053/2206,フル・スロットル; ブレイブチャージ; エリートキキョウ,自分のAGIを5％アップし、先頭の敵のAGIをAGIの5％分ダウン | 自分のAGIを5〜20%アップ | 自分のPHYとINTを4〜9％アップし、自分に15%の回復効果を与える,1024,ランゲルライン,自分がActiveSkillを使用した後、100%の確率で発動 : 最後尾の敵のHPに、自分のPHY低下分の80%分ダメージ / 最後尾の敵のHPに、自分のPHYの20%分ダメージ / 中衛の味方のPHYを、自分のINTの20%分ダウン / 自分のAGIを、自分のAGIの5%分アップ
770,ゴースト・チュン姉妹,Ghost Trưng Sisters,Image/Enemies/430.png,651,566,581,111,18,46,47,9,2665/2665/3008,ブレイブ三重奏; ブレイブ三重奏; ホワイトキャンディー,PHY低下分で攻撃 | PHY低下分で攻撃 | 味方全体に20%の回復効果を与える,1130,姉妹の反乱,敵の誰かがActiveSkillを使用した後、20%の確率で発動 : 最後尾の敵のHPに、自分のPHY低下分の70%-100%分ダメージ / 最後尾の敵のHPに、自分のINT低下分の70%-100%分ダメージ
771,ゴースト・チュン姉妹,Ghost Trưng Sisters,Image/Enemies/430.png,651,566,581,180,17,44,46,13,2665/2665/3122,ブレイブ三重奏; ブレイブ三重奏; ブーメランシュート,PHY低下分で攻撃 | PHY低下分で攻撃 | 最後尾の敵のHPに、自分のINTの40%-60%分ダメージ,1130,姉妹の反乱,敵の誰かがActiveSkillを使用した後、20%の確率で発動 : 最後尾の敵のHPに、自分のPHY低下分の70%-100%分ダメージ / 最後尾の敵のHPに、自分のINT低下分の70%-100%分ダメージ
772,ゴースト・チュン姉妹,Ghost Trưng Sisters,Image/Enemies/430.png,651,566,581,111,18,46,47,9,2665/2665/3008,ブレイブ三重奏; ブレイブ三重奏; ホワイトキャンディー,PHY低下分で攻撃 | PHY低下分で攻撃 | 味方全体に20%の回復効果を与える,1130,姉妹の反乱,敵の誰かがActiveSkillを使用した後、20%の確率で発動 : 最後尾の敵のHPに、自分のPHY低下分の70%-100%分ダメージ / 最後尾の敵のHPに、自分のINT低下分の70%-100%分ダメージ
773,ゴースト・グリム兄弟,Ghost Brothers Grimm,Image/Enemies/421.png,831,35,273,117,48,6,47,19,2016/2240/3001,三銃士の一斉射撃; ドラゴンクエイク; ブラックシャウト,敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 敵全体にINTの25〜30%ダメージを与え、敵全体のINTをこのヒーローのINTの9%分ダウン | 先頭の敵にINTの40~50%分ダメージ,1042,ブレーメンの音楽隊,ダメージを受けた時、自分に10%の回復効果を与え、先頭の敵に混乱効果を与えることがある
774,ゴースト・石川五右衛門,Ghost Goemon Ishikawa,Image/Enemies/774.png,813,238,86,155,44,39,13,24,2594/2594/3002,ジャングル大帝; ジャングル大帝; レッドストライク,敵全体にPHYダメージ、PHYの一番低い敵に出血 | 敵全体にPHYダメージ、PHYの一番低い敵に出血 | 先頭の敵にPHYの40~60%分ダメージ,1049,世に盗人の種は尽くまじ,初死亡時、HP30%で復活し、敵全体にPHYの20％分のダメージを与える
775,ゴースト・パーシヴァル,Ghost Percival,Image/Enemies/462.png,888,284,32,188,45,43,4,28,2414/2414/3103,クラーケン; クラーケン; 無垢なる忠誠,前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に75%分のダメージ [LE2-Ocean] / 前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に75%分のダメージ | 前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に75%分のダメージ [LE2-Ocean] / 前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に75%分のダメージ | 先頭の敵にPHYの40％分ダメージを与え、自分に10％の回復効果を与える,1123,聖杯探索,初めて味方全員の合計HPが60%未満になった後、100%の確率で発動 : 最もHPの低い味方のHPを、PHY回復係数の60%分回復 / 味方全員のAGIを、このACTIONで自分が与えた回復の50%分アップ
776,ゴースト・イワン雷帝,Ghost Ivan the Terrible,Image/Enemies/776.png,810,90,238,148,44,15,38,23,2016/2360/3001,三銃士の一斉射撃; 棟梁の舞; ブラックシャウト,敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 敵全体にINTの30〜35%ダメージを与え、最もPHYの高い味方に10%の回復効果。自分のINTをこのヒーローのINTの5％アップ | 先頭の敵にINTの40~50%分ダメージ,1054,ツァーリズム,初めて味方全員の合計HPが70%未満になった後、100%の確率で発動 : 味方全員のHPに、自分のINTの15%分ダメージ / 味方全員のPHYを、自分のINTの20%分アップ / 味方全員のINTを、自分のINTの20%分アップ / 味方全員のPHYを、対象のPHY低下分の50%分アップ / 味方全員のINTを、対象のINT低下分の50%分アップ
777,ゴースト・太公望,Ghost Jiang Ziya,Image/Enemies/777.png,630,70,339,123,34,12,55,19,2016/2016/3001,三銃士の一斉射撃; 三銃士の一斉射撃; ブラックシャウト,敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 先頭の敵にINTの40~50%分ダメージ,1039,六韜,初めて自分のHPが65%未満になった後、100%の確率で発動 : 味方全員のINTを、対象のINT増加分の80%分ダウン / 味方全員のINTを、自分のINTの50%分アップ / 味方全員のCHARGEを、自分のINTの200%分アップ
778,ゴースト・平賀源内,Ghost Gennai Hiraga,Image/Enemies/553.png,603,82,274,171,34,13,45,28,2076/2016/3001,キューティー・九尾; 三銃士の一斉射撃; ブラックシャウト,先頭の敵にINTの45％分ダメージを与え、先頭の敵を睡眠状態にさせることがある | 敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 先頭の敵にINTの40~50%分ダメージ,1038,エレキテル,初めて自分のHPが60%未満になった後、100%の確率で発動 : 自分のINTを、自分のINT低下分の90%分アップ / 敵全員のHPに、自分のINTの40%分ダメージ
779,ゴースト・黄忠,Ghost Huang Zhong,Image/Enemies/508.png,834,234,112,182,42,35,16,27,2470/2040/3008,仏の掌; 蒸着; ホワイトキャンディー,敵全体のPHYをこのヒーローのPHYの9%分ダウンし、最後尾の敵にこのヒーローのPHYの50％分ダメージ [LE9 - Tangerine] | 自分のPHYを20〜25％アップし、自分に5％の回復効果を与える | 味方全体に20%の回復効果を与える,1066,神箭手,自分がActiveSkillを使用した後、0%の確率で発動 : 最もPHYの高い敵のPHYを、自分のPHYの30%分ダウン / 最もPHYの高い敵のAGIを、自分のINTの20%分ダウン / 最もPHYの高い敵を重力にすることがある
780,ゴースト・ポカホンタス,Ghost Pocahontas,Image/Enemies/780.png,744,55,246,201,40,9,39,32,3004/2091/2091,グリーンリース; 不思議な光; 不思議な光,先頭の味方のPHY / AGIをINTの15％分アップ | 最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ,1079,ポウハタンの姫,Active時、20%の確率で先頭の敵に15%の回復効果を与え、敵全体のAGIをこのヒーローのINTの15％分ダウン
781,ゴースト・ポカホンタス,Ghost Pocahontas,Image/Enemies/780.png,882,77,233,156,47,13,36,24,2336/3004/2578,敦盛; グリーンリース; 鬼殺し,最もHPが低い味方に45〜55％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の23％分PHYをアップし、味方全体のINTをその味方のダウンしている分の23％分INTをアップ | 先頭の味方のPHY / AGIをINTの15％分アップ | 一番HPの低い味方のHPを、回復係数の50-60%分回復し、敵全員のPHY/AGIを対象のPHY/AGI増加分の20%ダウン,1079,ポウハタンの姫,Active時、20%の確率で先頭の敵に15%の回復効果を与え、敵全体のAGIをこのヒーローのINTの15％分ダウン
782,ゴースト・武蔵坊弁慶,Ghost Benkei,Image/Enemies/782.png,699,262,40,215,38,42,6,34,2312/2312/3103,黄金世紀の一閃; 黄金世紀の一閃; 無垢なる忠誠,先頭の敵にPHYの55〜65％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の52~56％分ダメージ | 先頭の敵にPHYの55〜65％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の52~56％分ダメージ | 先頭の敵にPHYの40％分ダメージを与え、自分に10％の回復効果を与える,1064,弁慶の立往生,初死亡時、HP100％で復活し、このヒーローのPHYとINTを100％ダウン
783,ゴースト・孫堅,Ghost Sun Jian,Image/Enemies/547.png,696,308,72,168,36,48,11,25,2696/2594/3002,ノルウェーの森; ジャングル大帝; レッドストライク,先頭＋中衛PHY | 敵全体にPHYダメージ、PHYの一番低い敵に出血 | 先頭の敵にPHYの40~60%分ダメージ,1082,江東猛虎,初めて味方全員の合計HPが70%未満になった後、100%の確率で発動 : 自分のHPに、自分のPHYの50%分ダメージ / 味方全員のPHYを、対象のPHY低下分の80%分アップ / 味方全員のAGIを、対象のAGI低下分の80%分アップ / 味方全員のPHYを、自分のPHYの25%分アップ / 味方全員のAGIを、自分のPHYの15%分アップ
784,ゴースト・孫堅,Ghost Sun Jian,Image/Enemies/547.png,651,294,55,184,35,48,8,29,2696/2696/3002,ノルウェーの森; ノルウェーの森; レッドストライク,先頭＋中衛PHY | 先頭＋中衛PHY | 先頭の敵にPHYの40~60%分ダメージ,1082,江東猛虎,初めて味方全員の合計HPが70%未満になった後、100%の確率で発動 : 自分のHPに、自分のPHYの50%分ダメージ / 味方全員のPHYを、対象のPHY低下分の80%分アップ / 味方全員のAGIを、対象のAGI低下分の80%分アップ / 味方全員のPHYを、自分のPHYの25%分アップ / 味方全員のAGIを、自分のPHYの15%分アップ
785,ゴースト・ETHEREMON-RED,Ghost ETHEREMON-RED,Image/Enemies/785.png,999,999,150,240,24,70,10,16,2240/2337/3119,ドラゴンクエイク; ウィズダムチアーズ！; 自由の女神,敵全体にINTの25〜30%ダメージを与え、敵全体のINTをこのヒーローのINTの9%分ダウン | 最もHPが低い味方に40〜50％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の21％分PHYをアップし、味方全体のINTをその味方のダウンしている分の21％分INTをアップ | 敵全員のHPに、自分のPHYの15%分ダメージ / 敵全員のPHYを、対象のPHY増加分の20%-40%分ダウン,1015,キャリスラッシュ,敵の誰かがActiveSkillを使用した後、0%の確率で発動 : 自分のPHYを、自分のPHY低下分の70%分アップ / 先頭の敵のHPに、自分のPHYの70%分ダメージ
786,ゴースト・ETHEREMON-BLUE,Ghost ETHEREMON-BLUE,Image/Enemies/786.png,999,150,999,259,23,11,69,17,2648/2470/3006,死者の日; 仏の掌; シアンフロスト,最後尾にPHY攻撃、味方全体のPHY30％、INT20％戻し | 敵全体のPHYをこのヒーローのPHYの9%分ダウンし、最後尾の敵にこのヒーローのPHYの50％分ダメージ [LE9 - Tangerine] | 先頭の敵のPHYをINTの10%分ダウン,1022,オムノンタクティクス,自分のHPが75%未満かつ自分のActive Skill時に40%の確率で発動 : 自分のINTを、自分のINT低下分の50%分アップ / 自分のAGIを、自分のAGI低下分の50%分アップ / 先頭の敵のHPに、自分のINTの50%分ダメージ
787,ゴースト・ETHEREMON-RED,Ghost ETHEREMON-RED,Image/Enemies/785.png,999,999,140,245,24,70,9,17,2240/2337/3119,ドラゴンクエイク; ウィズダムチアーズ！; 自由の女神,敵全体にINTの25〜30%ダメージを与え、敵全体のINTをこのヒーローのINTの9%分ダウン | 最もHPが低い味方に40〜50％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の21％分PHYをアップし、味方全体のINTをその味方のダウンしている分の21％分INTをアップ | 敵全員のHPに、自分のPHYの15%分ダメージ / 敵全員のPHYを、対象のPHY増加分の20%-40%分ダウン,1015,キャリスラッシュ,敵の誰かがActiveSkillを使用した後、0%の確率で発動 : 自分のPHYを、自分のPHY低下分の70%分アップ / 先頭の敵のHPに、自分のPHYの70%分ダメージ
788,ゴースト・イワン雷帝,Ghost Ivan the Terrible,Image/Enemies/776.png,909,57,271,115,49,10,43,18,3125/2016/2079,シープソング; 三銃士の一斉射撃; 現代の予言書,先頭の敵のHPに、自分のINTの30%分ダメージ / 先頭の敵を睡眠状態にすることがある | 敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 敵全体にINTの40〜45%ダメージを与え、先頭の敵のINTを自分のINTの5％分ダウン,1054,ツァーリズム,初めて味方全員の合計HPが70%未満になった後、100%の確率で発動 : 味方全員のHPに、自分のINTの15%分ダメージ / 味方全員のPHYを、自分のINTの20%分アップ / 味方全員のINTを、自分のINTの20%分アップ / 味方全員のPHYを、対象のPHY低下分の50%分アップ / 味方全員のINTを、対象のINT低下分の50%分アップ
789,ゴースト・服部半蔵,Ghost Hanzo Hattori,Image/Enemies/789.png,849,82,237,148,46,14,37,23,2079/2422/3001,現代の予言書; アルカロイド; ブラックシャウト,敵全体にINTの40〜45%ダメージを与え、先頭の敵のINTを自分のINTの5％分ダウン | 前衛の敵にINTの50％分ダメージ、中衛の敵にINTの40％分ダメージ、後衛の敵にINTの20％分ダメージ。最もINTの高い敵を毒状態にすることがある [LE3-Blueberry] | 先頭の敵にINTの40~50%分ダメージ,1041,伊賀越え,初めて味方全体の合計HPが70％未満になった時、味方全体に100%の回復効果を与える
790,ゴースト・ラクシュミー・バーイ,Ghost Lakshmi Bai,Image/Enemies/431.png,720,300,57,153,39,48,9,24,2696/2696/3102,ノルウェーの森; ノルウェーの森; ゴロゴロパンチ,先頭＋中衛PHY | 先頭＋中衛PHY | 先頭の敵にPHYの40％分ダメージを与え、自分のAGIを5%アップ,1145,メーレー・ジャーンシー・ナヒン・デーンゲー,味方全体のAGIを自分のPHYの15%UP、敵全体のAGIを自分のPHYの10%ダウン
791,ゴースト・真田幸村,Ghost Sanada Yukimura,Image/Enemies/791.png,801,256,48,179,43,41,8,28,2470/2648/3123,仏の掌; 死者の日; バンディットバイト,敵全体のPHYをこのヒーローのPHYの9%分ダウンし、最後尾の敵にこのヒーローのPHYの50％分ダメージ [LE9 - Tangerine] | 最後尾にPHY攻撃、味方全体のPHY30％、INT20％戻し | 最後尾の敵のHPに、自分のPHYの40%-50%分ダメージ,1092,真田丸,初めて味方全員の合計HPが80%未満になった後、100%の確率で発動 : 先頭の敵のPHYを、自分のPHYの60%分ダウン / 先頭の敵のINTを、自分のPHYの60%分ダウン / 中衛の敵のPHYを、自分のPHYの30%分ダウン / 中衛の敵のINTを、自分のPHYの30%分ダウン / 自分のAGIを、自分のAGIの100%分ダウン
