skillId,name_en,name_ja,description_ja
2839,Stego,ステゴ,先頭の敵を混乱状態にすることがある
2840,Treasures of the Universe,トレジャーオブユニバース,一番HPの低い敵のHPに、自分のINTの50%分ダメージ
2840,Treasures of the Universe,トレジャーオブユニバース,自分のAGIを、自分のHP減少分の12%-24%分アップ
2841,Bermuda's Gangster,バミューダギャングスター,一番HPの低い敵のHPに、自分のINTの45%分ダメージ
2841,Bermuda's Gangster,バミューダギャングスター,自分のAGIを、自分のHP減少分の8%-20%分アップ
2842,Shark Tornado,シャークトルネード,一番HPの低い敵のHPに、自分のINTの40%分ダメージ
2842,Shark Tornado,シャークトルネード,自分のAGIを、自分のHP減少分の6%-16%分アップ
2843,Dreaming of the great sea,大海を夢見て,一番HPの低い敵のHPに、自分のINTの35%分ダメージ
2843,Dreaming of the great sea,大海を夢見て,自分のAGIを、自分のHP減少分の5%-12%分アップ
2844,Excellent appetizers,至高の前菜,一番HPの低い敵のHPに、自分のINTの30%分ダメージ
2844,Excellent appetizers,至高の前菜,自分のAGIを、自分のHP減少分の4%-8%分アップ
2845,Megalo S,メガロS,一番HPの低い敵のHPに、自分のINTの35%分ダメージ
2845,Megalo S,メガロS,自分のAGIを、自分のHP減少分の5%-12%分アップ
2846,Megalo A,メガロA,一番HPの低い敵のHPに、自分のINTの30%分ダメージ
2846,Megalo A,メガロA,自分のAGIを、自分のHP減少分の4%-8%分アップ
2847,Megalo,メガロ,一番HPの低い敵のHPに、自分のINTの25%分ダメージ
2847,Megalo,メガロ,自分のAGIを、自分のHP減少分の3%-4%分アップ
2848,Master of all flames,全ての炎を司りし者,一番PHYの高い敵のHPに、自分のPHYの55%-65%分ダメージ
2848,Master of all flames,全ての炎を司りし者,一番PHYの高い敵のHPに、対象のPHY増加分の25%-30%分ダメージ
2848,Master of all flames,全ての炎を司りし者,一番PHYの高い敵のHPに、対象のINT増加分の25%-30%分ダメージ
2849,Rouge Impact,ルージュインパクト,一番PHYの高い敵のHPに、自分のPHYの50%-60%分ダメージ
2849,Rouge Impact,ルージュインパクト,一番PHYの高い敵のHPに、対象のPHY増加分の22%-27%分ダメージ
2849,Rouge Impact,ルージュインパクト,一番PHYの高い敵のHPに、対象のINT増加分の22%-27%分ダメージ
2850,Head butt -BOOM!-,頭突きどーん！,一番PHYの高い敵のHPに、自分のPHYの45%-55%分ダメージ
2850,Head butt -BOOM!-,頭突きどーん！,一番PHYの高い敵のHPに、対象のPHY増加分の19%-24%分ダメージ
2850,Head butt -BOOM!-,頭突きどーん！,一番PHYの高い敵のHPに、対象のINT増加分の19%-24%分ダメージ
2851,Tail swing -FRICK!-,しっぽビターン！,一番PHYの高い敵のHPに、自分のPHYの40%-50%分ダメージ
2851,Tail swing -FRICK!-,しっぽビターン！,一番PHYの高い敵のHPに、対象のPHY増加分の16%-21%分ダメージ
2851,Tail swing -FRICK!-,しっぽビターン！,一番PHYの高い敵のHPに、対象のINT増加分の16%-21%分ダメージ
2852,Acupuncture point massage,ツボコリコリ,一番PHYの高い敵のHPに、自分のPHYの35%-45%分ダメージ
2852,Acupuncture point massage,ツボコリコリ,一番PHYの高い敵のHPに、対象のPHY増加分の13%-18%分ダメージ
2852,Acupuncture point massage,ツボコリコリ,一番PHYの高い敵のHPに、対象のINT増加分の13%-18%分ダメージ
2853,Pachycephalo S,パキケファロS,一番PHYの高い敵のHPに、自分のPHYの40%-50%分ダメージ
2853,Pachycephalo S,パキケファロS,一番PHYの高い敵のHPに、対象のPHY増加分の16%-21%分ダメージ
2853,Pachycephalo S,パキケファロS,一番PHYの高い敵のHPに、対象のINT増加分の16%-21%分ダメージ
2854,Pachycephalo A,パキケファロA,一番PHYの高い敵のHPに、自分のPHYの35%-45%分ダメージ
2854,Pachycephalo A,パキケファロA,一番PHYの高い敵のHPに、対象のPHY増加分の13%-18%分ダメージ
2854,Pachycephalo A,パキケファロA,一番PHYの高い敵のHPに、対象のINT増加分の13%-18%分ダメージ
2855,Pachycephalo,パキケファロ,一番PHYの高い敵のHPに、自分のPHYの30%-40%分ダメージ
2855,Pachycephalo,パキケファロ,一番PHYの高い敵のHPに、対象のPHY増加分の10%-15%分ダメージ
2855,Pachycephalo,パキケファロ,一番PHYの高い敵のHPに、対象のINT増加分の10%-15%分ダメージ
2856,Going to light the ashes again,死灰復然,一番HPの低い味方のHPを、回復係数の50%分回復
2856,Going to light the ashes again,死灰復然,味方全員のHPを、回復係数の1%分回復、対象が出血時40%分回復
2856,Going to light the ashes again,死灰復然,一番HPの低い味方のINTを、自分のINTの8%分アップ、対象が出血時12%分アップ
2857,Command of wounds treatment,金瘡治療の計,一番HPの低い味方のHPを、回復係数の40%分回復
2857,Command of wounds treatment,金瘡治療の計,味方全員のHPを、回復係数の1%分回復、対象が出血時40%分回復
2857,Command of wounds treatment,金瘡治療の計,一番HPの低い味方のINTを、自分のINTの6%分アップ、対象が出血時10%分アップ
2858,Wisdom Hemostasis,ウィズダムシケツジュツ,一番HPの低い味方のHPを、回復係数の35%分回復
2858,Wisdom Hemostasis,ウィズダムシケツジュツ,味方全員のHPを、回復係数の1%分回復、対象が出血時40%分回復
2858,Wisdom Hemostasis,ウィズダムシケツジュツ,一番HPの低い味方のINTを、自分のINTの5%分アップ、対象が出血時9%分アップ
2859,Elite Hemostasis,エリートシケツジュツ,一番HPの低い味方のHPを、回復係数の30%分回復
2859,Elite Hemostasis,エリートシケツジュツ,味方全員のHPを、回復係数の1%分回復、対象が出血時40%分回復
2859,Elite Hemostasis,エリートシケツジュツ,一番HPの低い味方のINTを、自分のINTの4%分アップ、対象が出血時8%分アップ
2860,Hemostasis,シケツジュツ,一番HPの低い味方のHPを、回復係数の25%分回復
2860,Hemostasis,シケツジュツ,味方全員のHPを、回復係数の1%分回復、対象が出血時40%分回復
2860,Hemostasis,シケツジュツ,一番HPの低い味方のINTを、自分のINTの3%分アップ、対象が出血時7%分アップ
2861,Samurai Signal S,サムライ・シグナルS,一番HPの低い味方のHPを、回復係数の30%分回復
2861,Samurai Signal S,サムライ・シグナルS,味方全員のHPを、回復係数の1%分回復、対象が出血時30%分回復
2861,Samurai Signal S,サムライ・シグナルS,一番HPの低い味方のINTを、自分のINTの4%分アップ、対象が出血時8%分アップ
2862,Samurai Signal A,サムライ・シグナルA,一番HPの低い味方のHPを、回復係数の25%分回復
2862,Samurai Signal A,サムライ・シグナルA,味方全員のHPを、回復係数の1%分回復、対象が出血時30%分回復
2862,Samurai Signal A,サムライ・シグナルA,一番HPの低い味方のINTを、自分のINTの3%分アップ、対象が出血時7%分アップ
2863,Samurai Signal,サムライ・シグナル,一番HPの低い味方のHPを、回復係数の20%分回復
2863,Samurai Signal,サムライ・シグナル,味方全員のHPを、回復係数の1%分回復、対象が出血時30%分回復
2863,Samurai Signal,サムライ・シグナル,一番HPの低い味方のINTを、自分のINTの2%分アップ、対象が出血時6%分アップ
2864,Prepare for Ragnarok,プリペアー・ラグナロク,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の20%-22%分アップ
2864,Prepare for Ragnarok,プリペアー・ラグナロク,敵全員のPHYを、対象のPHY増加分の40%分ダウン
2864,Prepare for Ragnarok,プリペアー・ラグナロク,敵全員のINTを、対象のINT増加分の40%分ダウン
2865,Supreme Supremacy,頂点の覇気,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の16%-18%分アップ
2865,Supreme Supremacy,頂点の覇気,敵全員のPHYを、対象のPHY増加分の35%分ダウン
2865,Supreme Supremacy,頂点の覇気,敵全員のINTを、対象のINT増加分の35%分ダウン
2866,Brave Dominate,ブレイブドミネイト,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の14%-16%分アップ
2866,Brave Dominate,ブレイブドミネイト,敵全員のPHYを、対象のPHY増加分の30%分ダウン
2866,Brave Dominate,ブレイブドミネイト,敵全員のINTを、対象のINT増加分の30%分ダウン
2867,Elite Dominate,エリートドミネイト,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の12%-14%分アップ
2867,Elite Dominate,エリートドミネイト,敵全員のPHYを、対象のPHY増加分の25%分ダウン
2867,Elite Dominate,エリートドミネイト,敵全員のINTを、対象のINT増加分の25%分ダウン
2868,Dominate,ドミネイト,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の10%-12%分アップ
2868,Dominate,ドミネイト,敵全員のPHYを、対象のPHY増加分の20%分ダウン
2868,Dominate,ドミネイト,敵全員のINTを、対象のINT増加分の20%分ダウン
2869,Pressure S,プレッシャーS,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の12%-14%分アップ
2869,Pressure S,プレッシャーS,敵全員のPHYを、対象のPHY増加分の25%分ダウン
2869,Pressure S,プレッシャーS,敵全員のINTを、対象のINT増加分の25%分ダウン
2870,Pressure A,プレッシャー A,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の10%-12%分アップ
2870,Pressure A,プレッシャー A,敵全員のPHYを、対象のPHY増加分の20%分ダウン
2870,Pressure A,プレッシャー A,敵全員のINTを、対象のINT増加分の20%分ダウン
2871,Pressure,プレッシャー,一番AGIの低い味方のAGIを、敵全体のAGI増加分合計の8%-10%分アップ
2871,Pressure,プレッシャー,敵全員のPHYを、対象のPHY増加分の15%分ダウン
2871,Pressure,プレッシャー,敵全員のINTを、対象のINT増加分の15%分ダウン
2872,Creeping Death,忍び寄る死の影,一番PHYの低い敵のHPに、自分のPHYの60%-70%分ダメージ
2872,Creeping Death,忍び寄る死の影,先頭の味方のHPを、PHY回復係数の30%-40%分回復
2872,Creeping Death,忍び寄る死の影,一番AGIの高い味方の恐怖状態を50％の確率で解除
2873,Welcome to My Nightmare,冥界の門,一番PHYの低い敵のHPに、自分のPHYの55%-65%分ダメージ
2873,Welcome to My Nightmare,冥界の門,先頭の味方のHPを、PHY回復係数の27%-37%分回復
2873,Welcome to My Nightmare,冥界の門,一番AGIの高い味方の恐怖状態を45％の確率で解除
2874,Brave Snikt,ブレイブSNIKT,一番PHYの低い敵のHPに、自分のPHYの50%-60%分ダメージ
2874,Brave Snikt,ブレイブSNIKT,先頭の味方のHPを、PHY回復係数の24%-34%分回復
2874,Brave Snikt,ブレイブSNIKT,一番AGIの高い味方の恐怖状態を40％の確率で解除
2875,Elite Snikt,エリートSNIKT,一番PHYの低い敵のHPに、自分のPHYの45%-55%分ダメージ
2875,Elite Snikt,エリートSNIKT,先頭の味方のHPを、PHY回復係数の21%-31%分回復
2875,Elite Snikt,エリートSNIKT,一番AGIの高い味方の恐怖状態を35％の確率で解除
2876,Snikt,SNIKT,一番PHYの低い敵のHPに、自分のPHYの40%-50%分ダメージ
2876,Snikt,SNIKT,先頭の味方のHPを、PHY回復係数の18%-28%分回復
2876,Snikt,SNIKT,一番AGIの高い味方の恐怖状態を30％の確率で解除
2877,Cut through S,カットスルーS,一番PHYの低い敵のHPに、自分のPHYの45%-55%分ダメージ
2877,Cut through S,カットスルーS,先頭の味方のHPを、PHY回復係数の21%-31%分回復
2877,Cut through S,カットスルーS,一番AGIの高い味方の恐怖状態を35％の確率で解除
2878,Cut through A,カットスルーA,一番PHYの低い敵のHPに、自分のPHYの40%-50%分ダメージ
2878,Cut through A,カットスルーA,先頭の味方のHPを、PHY回復係数の18%-28%分回復
2878,Cut through A,カットスルーA,一番AGIの高い味方の恐怖状態を30％の確率で解除
2879,Cut through,カットスルー,一番PHYの低い敵のHPに、自分のPHYの35%-45%分ダメージ
2879,Cut through,カットスルー,先頭の味方のHPを、PHY回復係数の15%-25%分回復
2879,Cut through,カットスルー,一番AGIの高い味方の恐怖状態を25％の確率で解除
2880,Cintāmaṇi,チンターマニ,最後尾の敵のHPに、自分のINTの55%-65%分ダメージ
2880,Cintāmaṇi,チンターマニ,最後尾の味方のHPを、回復係数の30%-40%分回復
2880,Cintāmaṇi,チンターマニ,一番INTの高い味方の恐怖状態を70％の確率で解除
2881,Eye of lunar deity,月神の目,最後尾の敵のHPに、自分のINTの50%-60%分ダメージ
2881,Eye of lunar deity,月神の目,最後尾の味方のHPを、回復係数の27%-37%分回復
2881,Eye of lunar deity,月神の目,一番INTの高い味方の恐怖状態を65％の確率で解除
2882,Wisdom Fortune,ウィズダムフォーチュン,最後尾の敵のHPに、自分のINTの45%-55%分ダメージ
2882,Wisdom Fortune,ウィズダムフォーチュン,最後尾の味方のHPを、回復係数の24%-34%分回復
2882,Wisdom Fortune,ウィズダムフォーチュン,一番INTの高い味方の恐怖状態を60％の確率で解除
2883,Elite Fortune,エリートフォーチュン,最後尾の敵のHPに、自分のINTの40%-50%分ダメージ
2883,Elite Fortune,エリートフォーチュン,最後尾の味方のHPを、回復係数の21%-31%分回復
2883,Elite Fortune,エリートフォーチュン,一番INTの高い味方の恐怖状態を55％の確率で解除
2884,Fortune,フォーチュン,最後尾の敵のHPに、自分のINTの35%-45%分ダメージ
2884,Fortune,フォーチュン,最後尾の味方のHPを、回復係数の18%-28%分回復
2884,Fortune,フォーチュン,一番INTの高い味方の恐怖状態を50％の確率で解除
2885,Abracadabra S,アブラカダブラ S,最後尾の敵のHPに、自分のINTの40%-50%分ダメージ
2885,Abracadabra S,アブラカダブラ S,最後尾の味方のHPを、回復係数の21%-31%分回復
2885,Abracadabra S,アブラカダブラ S,一番INTの高い味方の恐怖状態を55％の確率で解除
2886,Abracadabra A,アブラカダブラ A,最後尾の敵のHPに、自分のINTの35%-45%分ダメージ
2886,Abracadabra A,アブラカダブラ A,最後尾の味方のHPを、回復係数の18%-28%分回復
2886,Abracadabra A,アブラカダブラ A,一番INTの高い味方の恐怖状態を50％の確率で解除
2887,Abracadabra,アブラカダブラ,最後尾の敵のHPに、自分のINTの30%-40%分ダメージ
2887,Abracadabra,アブラカダブラ,最後尾の味方のHPを、回復係数の15%-25%分回復
2887,Abracadabra,アブラカダブラ,一番INTの高い味方の恐怖状態を45％の確率で解除
2888,Jötunn Eliminator,霜の巨人殺し,最後尾の味方のPHYを、自分のPHYの20%分アップ
2888,Jötunn Eliminator,霜の巨人殺し,最後尾の味方のAGIを、自分のPHYの15%分アップ
2888,Jötunn Eliminator,霜の巨人殺し,最後尾の敵に、自分のPHYの20%分ダメージ
2888,Jötunn Eliminator,霜の巨人殺し,最後尾の味方に、自分のPHYの5%分ダメージ
2889,Folklore of Yoshitsune,義経伝承,最後尾の味方のPHYを、自分のPHYの18%分アップ
2889,Folklore of Yoshitsune,義経伝承,最後尾の味方のAGIを、自分のPHYの13%分アップ
2889,Folklore of Yoshitsune,義経伝承,最後尾の敵に、自分のPHYの20%分ダメージ
2889,Folklore of Yoshitsune,義経伝承,最後尾の味方に、自分のPHYの5%分ダメージ
2890,Brave Withstand,ブレイブウィズスタンド,最後尾の味方のPHYを、自分のPHYの16%分アップ
2890,Brave Withstand,ブレイブウィズスタンド,最後尾の味方のAGIを、自分のPHYの11%分アップ
2890,Brave Withstand,ブレイブウィズスタンド,最後尾の敵に、自分のPHYの20%分ダメージ
2890,Brave Withstand,ブレイブウィズスタンド,最後尾の味方に、自分のPHYの5%分ダメージ
2891,Elite Withstand,エリートウィズスタンド,最後尾の味方のPHYを、自分のPHYの14%分アップ
2891,Elite Withstand,エリートウィズスタンド,最後尾の味方のAGIを、自分のPHYの9%分アップ
2891,Elite Withstand,エリートウィズスタンド,最後尾の敵に、自分のPHYの20%分ダメージ
2891,Elite Withstand,エリートウィズスタンド,最後尾の味方に、自分のPHYの5%分ダメージ
2892,Withstand,ウィズスタンド,最後尾の味方のPHYを、自分のPHYの12%分アップ
2892,Withstand,ウィズスタンド,最後尾の味方のAGIを、自分のPHYの7%分アップ
2892,Withstand,ウィズスタンド,最後尾の敵に、自分のPHYの20%分ダメージ
2892,Withstand,ウィズスタンド,最後尾の味方に、自分のPHYの5%分ダメージ
2893,KOTE S,コテS,最後尾の味方のPHYを、自分のPHYの14%分アップ
2893,KOTE S,コテS,最後尾の味方のAGIを、自分のPHYの9%分アップ
2893,KOTE S,コテS,最後尾の敵に、自分のPHYの20%分ダメージ
2893,KOTE S,コテS,最後尾の味方に、自分のPHYの5%分ダメージ
2894,KOTE A,コテA,最後尾の味方のPHYを、自分のPHYの12%分アップ
2894,KOTE A,コテA,最後尾の味方のAGIを、自分のPHYの7%分アップ
2894,KOTE A,コテA,最後尾の敵に、自分のPHYの20%分ダメージ
2894,KOTE A,コテA,最後尾の味方に、自分のPHYの5%分ダメージ
2895,KOTE,コテ,最後尾の味方のPHYを、自分のPHYの10%分アップ
2895,KOTE,コテ,最後尾の味方のAGIを、自分のPHYの5%分アップ
2895,KOTE,コテ,最後尾の敵に、自分のPHYの20%分ダメージ
2895,KOTE,コテ,最後尾の味方に、自分のPHYの5%分ダメージ
2896,Sun dog,幻日,自分のPHYを、自分のINTの100%分アップ
2896,Sun dog,幻日,一番HPの低い敵のHPに、自分のPHYの65%-70%分ダメージ
2896,Sun dog,幻日,自分のPHYを、自分のINTの90%分ダウン
2896,Sun dog,幻日,一番HPの低い敵を衰弱状態にすることがある
2897,Violet Lightning,紫電一閃,自分のPHYを、自分のINTの100%分アップ
2897,Violet Lightning,紫電一閃,一番HPの低い敵のHPに、自分のPHYの60%-65%分ダメージ
2897,Violet Lightning,紫電一閃,自分のPHYを、自分のINTの95%分ダウン
2897,Violet Lightning,紫電一閃,一番HPの低い敵を衰弱状態にすることがある
2898,Blaze Blade,ブレイズブレード,自分のPHYを、自分のINTの100%分アップ
2898,Blaze Blade,ブレイズブレード,一番HPの低い敵のHPに、自分のPHYの55%-60%分ダメージ
2898,Blaze Blade,ブレイズブレード,自分のPHYを、自分のINTの95%分ダウン
2898,Blaze Blade,ブレイズブレード,一番HPの低い敵を衰弱状態にすることがある
2899,Aqua Blade,アクアブレード,自分のPHYを、自分のINTの100%分アップ
2899,Aqua Blade,アクアブレード,一番HPの低い敵のHPに、自分のPHYの50%-55%分ダメージ
2899,Aqua Blade,アクアブレード,自分のPHYを、自分のINTの95%分ダウン
2899,Aqua Blade,アクアブレード,一番HPの低い敵を衰弱状態にすることがある
2900,Leaf Blade,リーフブレード,自分のPHYを、自分のINTの100%分アップ
2900,Leaf Blade,リーフブレード,一番HPの低い敵のHPに、自分のPHYの45%-50%分ダメージ
2900,Leaf Blade,リーフブレード,自分のPHYを、自分のINTの95%分ダウン
2900,Leaf Blade,リーフブレード,一番HPの低い敵を衰弱状態にすることがある
2901,Flying General blow,飛将の一撃,先頭の敵のHPに、自分のPHYの60%-70%分ダメージ
2901,Flying General blow,飛将の一撃,先頭の敵を混乱状態にすることがある
2901,Flying General blow,飛将の一撃,一番HPの低い味方のPHYを、自分のPHYの15%分アップ
2902,Mahajanapadas,十六大国,敵全員のHPに、自分のINTの35%-40%分ダメージ
2902,Mahajanapadas,十六大国,一番AGIの高い敵を毒状態にすることがある
2902,Mahajanapadas,十六大国,一番HPの低い味方のINTを、自分のINTの15%分アップ
2903,Sunlight of Amun-Ra,アメン・ラーの陽光,一番HPの低い味方のHPを、回復係数の20%-30%分回復
2903,Sunlight of Amun-Ra,アメン・ラーの陽光,自分のHPを、回復係数の20%-30%分回復
2903,Sunlight of Amun-Ra,アメン・ラーの陽光,自分のINTを、自分のINTの15%分アップ
2904,Protection of the Myōken Sonshō-Ō,妙見尊星王の加護,自分のPHYを、自分のPHYの10%-15%分アップ
2904,Protection of the Myōken Sonshō-Ō,妙見尊星王の加護,自分のINTを、自分のINTの10%-15%分アップ
2904,Protection of the Myōken Sonshō-Ō,妙見尊星王の加護,一番HPの低い敵のINTを、自分のINTの15%分ダウン
2905,Not erotic armor!,エロ防具じゃないマモ！,先頭の味方のHPに、自分のINTの5%分ダメージ
2905,Not erotic armor!,エロ防具じゃないマモ！,先頭の味方の混乱状態を100%の確率で解除する
2905,Not erotic armor!,エロ防具じゃないマモ！,自分のPHYを、自分のPHYの8%分アップ
2905,Not erotic armor!,エロ防具じゃないマモ！,自分のINTを、自分のINTの8%分アップ
2906,Healing voice,癒しボイス,先頭の味方のHPを、PHY回復係数の40%分回復
2906,Healing voice,癒しボイス,一番AGIの低い味方のAGIを、自分のAGIの10%分アップ
2907,Iron wall defense,鉄壁の防御,自分のPHYを、自分のPHY低下分の25%分アップ
2907,Iron wall defense,鉄壁の防御,自分のPHYを、自分のPHYの5%分アップ
2907,Iron wall defense,鉄壁の防御,先頭の敵のHPに、自分のPHYの50%分ダメージ
2908,Rainbow Balus,レインボー・バルス,自分のPHYを、自分のPHYの12%分アップ
2908,Rainbow Balus,レインボー・バルス,前衛の敵のHPに、自分のPHYの104%分ダメージ
2909,Combat power... only five...,戦闘力…たったの５か…,自分のPHYを、自分のPHYの9%分アップ
2909,Combat power... only five...,戦闘力…たったの５か…,前衛の敵のHPに、自分のPHYの99%分ダメージ
2910,I got the treasure!,お宝はいただいた！,自分のPHYを、自分のPHYの7%分アップ
2910,I got the treasure!,お宝はいただいた！,前衛の敵のHPに、自分のPHYの94%分ダメージ
2911,Welcome home. Master.,お帰りなさいませ。ご主人様。,自分のPHYを、自分のPHYの4%分アップ
2911,Welcome home. Master.,お帰りなさいませ。ご主人様。,前衛の敵のHPに、自分のPHYの89%分ダメージ
2912,Etiquette of an aristocrat,貴族のたしなみ,自分のPHYを、自分のPHYの2%分アップ
2912,Etiquette of an aristocrat,貴族のたしなみ,前衛の敵のHPに、自分のPHYの84%分ダメージ
2913,Monovision S,モノビジョン S,自分のPHYを、自分のPHYの4%分アップ
2913,Monovision S,モノビジョン S,前衛の敵のHPに、自分のPHYの89%分ダメージ
2914,Monovision A,モノビジョン A,自分のPHYを、自分のPHYの2%分アップ
2914,Monovision A,モノビジョン A,前衛の敵のHPに、自分のPHYの84%分ダメージ
2915,Monovision,モノビジョン,自分のPHYを、自分のPHYの1%分アップ
2915,Monovision,モノビジョン,前衛の敵のHPに、自分のPHYの79%分ダメージ
2916,Advent of Qinglong,天地召雷,自分のINTを、自分のINTの12%分アップ
2916,Advent of Qinglong,天地召雷,前衛の敵のHPに、自分のINTの104%分ダメージ
2917,Advent of Fenghuang,業焔乱舞,自分のINTを、自分のINTの9%分アップ
2917,Advent of Fenghuang,業焔乱舞,前衛の敵のHPに、自分のINTの99%分ダメージ
2918,Summon Three Elements,三方封滅,自分のINTを、自分のINTの7%分アップ
2918,Summon Three Elements,三方封滅,前衛の敵のHPに、自分のINTの94%分ダメージ
2919,Summon Spirit,霊撃,自分のINTを、自分のINTの4%分アップ
2919,Summon Spirit,霊撃,前衛の敵のHPに、自分のINTの89%分ダメージ
2920,Exorcism,符撃,自分のINTを、自分のINTの2%分アップ
2920,Exorcism,符撃,前衛の敵のHPに、自分のINTの84%分ダメージ
2921,Ofuda S,オフダ S,自分のINTを、自分のINTの4%分アップ
2921,Ofuda S,オフダ S,前衛の敵のHPに、自分のINTの89%分ダメージ
2922,Ofuda A,オフダ A,自分のINTを、自分のINTの2%分アップ
2922,Ofuda A,オフダ A,前衛の敵のHPに、自分のINTの84%分ダメージ
2923,Ofuda,オフダ,自分のINTを、自分のINTの1%分アップ
2923,Ofuda,オフダ,前衛の敵のHPに、自分のINTの79%分ダメージ
2924,With love and freedom - I paint today!,愛と自由で、今日も描く！,敵全員のHPに、自分のPHYの28%分ダメージ
2924,With love and freedom - I paint today!,愛と自由で、今日も描く！,一番HPの低い敵のHPに、自分のPHYの40%分ダメージ
2925,The Dark Side of Unrecognized Individuality,認められざる個性の闇,敵全員のHPに、自分のPHYの25%分ダメージ
2925,The Dark Side of Unrecognized Individuality,認められざる個性の闇,一番HPの低い敵のHPに、自分のPHYの37%分ダメージ
2926,COOL!!Art,COOL！！Art,敵全員のHPに、自分のPHYの22%分ダメージ
2926,COOL!!Art,COOL！！Art,一番HPの低い敵のHPに、自分のPHYの34%分ダメージ
2927,GOOD!Art,GOOD！Art,敵全員のHPに、自分のPHYの19%分ダメージ
2927,GOOD!Art,GOOD！Art,一番HPの低い敵のHPに、自分のPHYの31%分ダメージ
2928,Art Like!Please!,Artいいね！よろしくお願いします！,敵全員のHPに、自分のPHYの16%分ダメージ
2928,Art Like!Please!,Artいいね！よろしくお願いします！,一番HPの低い敵のHPに、自分のPHYの28%分ダメージ
2929,Painting S,ペインティング S,敵全員のHPに、自分のPHYの19%分ダメージ
2929,Painting S,ペインティング S,一番HPの低い敵のHPに、自分のPHYの31%分ダメージ
2930,Painting A,ペインティング A,敵全員のHPに、自分のPHYの16%分ダメージ
2930,Painting A,ペインティング A,一番HPの低い敵のHPに、自分のPHYの28%分ダメージ
2931,Painting,ペインティング,敵全員のHPに、自分のPHYの13%分ダメージ
2931,Painting,ペインティング,一番HPの低い敵のHPに、自分のPHYの25%分ダメージ
2932,Bhava Karma,ビハーヴァ・カルマ,最もINTが高い味方のINTを、自分のINTの36%分アップ
2932,Bhava Karma,ビハーヴァ・カルマ,敵味方のうち1体を毒状態にすることがある
2933,Reflect the darkness,やみうつし,最もINTが高い味方のINTを、自分のINTの28%分アップ
2933,Reflect the darkness,やみうつし,敵味方のうち1体を毒状態にすることがある
2934,No Rose Without A Thorn,美しい薔薇には棘がある,最もINTが高い味方のINTを、自分のINTの21%分アップ
2934,No Rose Without A Thorn,美しい薔薇には棘がある,敵味方のうち1体を毒状態にすることがある
2935,Elite Radiation,エリートレディエイション,最もINTが高い味方のINTを、自分のINTの14%分アップ
2935,Elite Radiation,エリートレディエイション,敵味方のうち1体を毒状態にすることがある
2936,Radiation,レディエイション,最もINTが高い味方のINTを、自分のINTの7%分アップ
2936,Radiation,レディエイション,敵味方のうち1体を毒状態にすることがある
2937,Reflection S,リフレクション S,最もINTが高い味方のINTを、自分のINTの14%分アップ
2937,Reflection S,リフレクション S,敵味方のうち1体を毒状態にすることがある
2938,Reflection A,リフレクション A,最もINTが高い味方のINTを、自分のINTの7%分アップ
2938,Reflection A,リフレクション A,敵味方のうち1体を毒状態にすることがある
2939,Reflection,リフレクション,最もINTが高い味方のINTを、自分のINTの4%分アップ
2939,Reflection,リフレクション,敵味方のうち1体を毒状態にすることがある
2940,ZEN of Golden Box Race,金箱レースの極意,最もMAXHPが低い敵のHPに、自分のHP減少分の65%分ダメージ
2940,ZEN of Golden Box Race,金箱レースの極意,自分を恐怖状態にすることがある
2941,Superb! Laser cannon,極上！レーザー砲,最もMAXHPが低い敵のHPに、自分のHP減少分の60%分ダメージ
2941,Superb! Laser cannon,極上！レーザー砲,自分を恐怖状態にすることがある
2942,Payback from deep breathing,深呼吸からの仕返し,最もMAXHPが低い敵のHPに、自分のHP減少分の55%分ダメージ
2942,Payback from deep breathing,深呼吸からの仕返し,自分を恐怖状態にすることがある
2943,Spiritual power of Graph-Island blossoms,ぐらふぁい島の霊力開花,最もMAXHPが低い敵のHPに、自分のHP減少分の50%分ダメージ
2943,Spiritual power of Graph-Island blossoms,ぐらふぁい島の霊力開花,自分を恐怖状態にすることがある
2944,See the sights of Graph-Island,ぐらふぁい島の観光名所に来ています,最もMAXHPが低い敵のHPに、自分のHP減少分の45%分ダメージ
2944,See the sights of Graph-Island,ぐらふぁい島の観光名所に来ています,自分を恐怖状態にすることがある
2945,Rano Raraku S,ラノ・ララク S,最もMAXHPが低い敵のHPに、自分のHP減少分の50%分ダメージ
2945,Rano Raraku S,ラノ・ララク S,自分を恐怖状態にすることがある
2946,Rano Raraku A,ラノ・ララク A,最もMAXHPが低い敵のHPに、自分のHP減少分の45%分ダメージ
2946,Rano Raraku A,ラノ・ララク A,自分を恐怖状態にすることがある
2947,Rano Raraku,ラノ・ララク,最もMAXHPが低い敵のHPに、自分のHP減少分の40%分ダメージ
2947,Rano Raraku,ラノ・ララク,自分を恐怖状態にすることがある
2948,Refactoring VIOLET KING,リファクタリング バイオレットキング,後衛の敵のHPに、自分のINTの65%分ダメージ
2948,Refactoring VIOLET KING,リファクタリング バイオレットキング,最後尾の敵のHPに、自分のINTの45%分ダメージ
