exec,enemyType,name_en,name_ja,name_zh,param_hp,param_phy,param_int,param_agi,trend_hp,trend_phy,trend_int,trend_agi,actives,passive,image
FALSE,614,Creeper-venti,クリーパー ヴェンティ,Creeper-venti,10,6,6,6,39,37,17,27,4005/4003/4005,4016,104.png
FALSE,615,Creeper-macchiato,クリーパー マキアート,Creeper-macchiato,9,5,5,5,39,37,17,27,4010/4010/4005,0,105.png
FALSE,616,Creeper-frappuccino,クリーパー フラペチーノ,Creeper-frappuccino,16,12,12,12,39,37,17,27,4005/4003/4005,0,106.png
FALSE,617,Creeper-tall doppio,クリーパー トール ドッピオ,Creeper-tall doppio,9,5,5,5,39,37,17,27,4003/4003/4005,4061,141.png
FALSE,618,Creeper-grande doppio,クリーパー グランデ ドッピオ,Creeper-grande doppio,9,5,5,5,39,27,27,27,4011/4003/4003,4063,143.png
FALSE,619,Creeper-venti doppio,クリーパー ヴェンティ ドッピオ,Creeper-venti doppio,10,6,6,6,39,37,17,27,4005/4003/4005,4064,145.png
FALSE,620,Creeper-frappuccino doppio,クリーパー フラペチーノ ドッピオ,Creeper-frappuccino doppio,16,12,12,12,39,37,17,27,4005/4003/4005,4064,147.png
FALSE,621,Elk Cloner-short,エルククローナ ショート,Elk Cloner-short,5,7,4,4,30,24,42,24,4002/4002/4004,0,111.png
FALSE,622,Elk Cloner-tall,エルククローナ トール,Elk Cloner-tall,6,8,5,5,30,25,40,25,4002/4004/4004,0,112.png
FALSE,623,Elk Cloner-grande,エルククローナ グランデ,Elk Cloner-grande,6,8,5,5,30,25,40,25,4013/4013/4002,0,113.png
FALSE,624,Elk Cloner-venti,エルククローナ ヴェンティ,Elk Cloner-venti,7,9,6,6,32,25,38,25,4004/4006/4006,4017,114.png
FALSE,625,Elk Cloner-macchiato,エルククローナ マキアート,Elk Cloner-macchiato,6,8,5,5,30,25,40,25,4004/4004/4004,0,115.png
FALSE,626,Elk Cloner-frappuccino,エルククローナ フラペチーノ,Elk Cloner-frappuccino,13,15,12,12,32,27,34,27,4015/4015/4004,0,116.png
FALSE,627,Elk Cloner-tall doppio,エルククローナ トール ドッピオ,Elk Cloner-tall doppio,6,8,5,5,30,25,40,25,4002/4004/4004,4062,149.png
FALSE,628,Elk Cloner-grande doppio,エルククローナ グランデ ドッピオ,Elk Cloner-grande doppio,6,8,5,5,30,25,40,25,4013/4013/4002,4063,150.png
FALSE,629,Elk Cloner-venti doppio,エルククローナ ヴェンティ ドッピオ,Elk Cloner-venti doppio,7,9,6,6,32,25,38,25,4004/4006/4006,4064,151.png
FALSE,630,Elk Cloner-frappuccino doppio,エルククローナ フラペチーノ ドッピオ,Elk Cloner-frappuccino doppio,13,15,12,12,32,27,34,27,4015/4015/4004,4064,152.png
FALSE,631,Heartbleed-short,ハートブリード ショート,Heartbleed-short,5,4,7,4,30,24,42,24,4010/4001/4001,0,121.png
FALSE,632,Heartbleed-tall,ハートブリード トール,Heartbleed-tall,6,5,8,5,30,25,40,25,4010/4003/4003,0,122.png
FALSE,633,Heartbleed-grande,ハートブリード グランデ,Heartbleed-grande,6,5,8,5,30,25,40,25,4010/4005/4010,0,123.png
FALSE,634,Heartbleed-venti,ハートブリード ヴェンティ,Heartbleed-venti,7,6,9,6,32,25,38,25,4010/4005/4005,4016,124.png
FALSE,635,Heartbleed-macchiato,ハートブリード マキアート,Heartbleed-macchiato,6,5,8,5,30,25,40,25,4010/4003/4003,0,125.png
FALSE,636,Heartbleed-frappuccino,ハートブリード フラペチーノ,Heartbleed-frappuccino,13,12,15,12,32,27,34,27,4012/4012/4003,0,126.png
FALSE,637,Heartbleed-tall doppio,ハートブリード トール ドッピオ,Heartbleed-tall doppio,6,5,8,5,30,25,40,25,4011/4003/4003,4061,153.png
FALSE,638,Heartbleed-grande doppio,ハートブリード グランデ ドッピオ,Heartbleed-grande doppio,6,5,8,5,30,25,40,25,4012/4005/4010,4063,154.png
FALSE,639,Heartbleed-venti doppio,ハートブリード ヴェンティ ドッピオ,Heartbleed-venti doppio,7,6,9,6,32,25,38,25,4011/4005/4005,4064,155.png
FALSE,640,Heartbleed-frappuccino doppio,ハートブリード フラペチーノ ドッピオ,Heartbleed-frappuccino doppio,13,12,15,12,32,27,34,27,4012/4012/4010,4064,156.png
FALSE,641,Melissa-short,メリッサ ショート,Melissa-short,6,4,6,4,36,24,36,24,4002/4002/4007,0,131.png
FALSE,642,Melissa-tall,メリッサ トール,Melissa-tall,7,5,7,5,35,25,35,25,4002/4002/4007,0,132.png
FALSE,643,Melissa-grande,メリッサ グランデ,Melissa-grande,7,5,7,5,35,25,35,25,4013/4013/4002,0,133.png
FALSE,644,Melissa-venti,メリッサ ヴェンティ,Melissa-venti,8,6,8,6,36,25,34,25,4004/4006/4006,4017,134.png
FALSE,645,Melissa-macchiato,メリッサ マキアート,Melissa-macchiato,7,5,7,5,35,25,35,25,4004/4004/4004,0,135.png
FALSE,646,Melissa-frappuccino,メリッサ フラペチーノ,Melissa-frappuccino,14,12,14,12,34,27,32,27,4004/4004/4014,0,136.png
FALSE,647,Melissa-tall doppio,メリッサ トール ドッピオ,Melissa-tall doppio,7,5,7,5,35,25,35,25,4002/4004/4007,4062,142.png
FALSE,648,Melissa-grande doppio,メリッサ グランデ ドッピオ,Melissa-grande doppio,7,5,7,5,35,25,35,25,4004/4006/4008,4063,144.png
FALSE,649,Melissa-venti doppio,メリッサ ヴェンティ ドッピオ,Melissa-venti doppio,8,6,8,6,36,25,34,25,4004/4008/4006,4064,146.png
FALSE,650,Melissa-frappuccino doppio,メリッサ フラペチーノ ドッピオ,Melissa-frappuccino doppio,14,12,14,12,34,27,32,27,4014/4004/4004,4064,148.png
FALSE,651,Byte Bandit-short,バイトバンディット ショート,Byte Bandit-short,11,6,2,5,26,43,14,36,4018/4001/4001,0,161.png
FALSE,652,Byte Bandit-tall,バイトバンディット トール,Byte Bandit-tall,15,7,3,5,30,42,18,30,4018/4001/4001,0,162.png
FALSE,653,Byte Bandit-grande,バイトバンディット グランデ,Byte Bandit-grande,9,7,3,7,18,42,18,42,4018/4001/4018,0,163.png
FALSE,654,Byte Bandit-venti,バイトバンディット ヴェンティ,Byte Bandit-venti,16,10,3,7,25,47,14,33,4018/4003/4005,4020,164.png
FALSE,655,Byte Bandit-macchiato,バイトバンディット マキアート,Byte Bandit-macchiato,15,7,3,5,30,42,18,30,4019/4001/4001,0,165.png
FALSE,656,Byte Bandit-frappuccino,バイトバンディット フラペチーノ,Byte Bandit-frappuccino,19,19,5,13,18,53,14,36,4019/4001/4003,0,166.png
FALSE,657,Byte Bandit-tall doppio,バイトバンディット トール ドッピオ,Byte Bandit-tall doppio,15,7,3,5,30,42,18,30,4019/4003/4003,4061,167.png
FALSE,658,Byte Bandit-grande doppio,バイトバンディット グランデ ドッピオ,Byte Bandit-grande doppio,9,7,3,7,18,42,18,42,4018/4003/4018,4063,168.png
FALSE,659,Byte Bandit-venti doppio,バイトバンディット ヴェンティ ドッピオ,Byte Bandit-venti doppio,16,10,3,5,27,51,15,26,4018/4003/4005,4064,169.png
FALSE,660,Byte Bandit-frappuccino doppio,バイトバンディット フラペチーノ ドッピオ,Byte Bandit-frappuccino doppio,19,19,5,13,18,53,14,36,4019/4003/4003,4064,170.png
FALSE,661,Bagle-short,ベーグル ショート,Bagle-short,18,3,5,3,42,21,36,21,4002/4002/4002,0,181.png
FALSE,662,Bagle-tall,ベーグル トール,Bagle-tall,21,4,6,3,42,24,36,18,4004/4004/4004,4024,182.png
FALSE,663,Bagle-grande,ベーグル グランデ,Bagle-grande,15,4,6,5,30,24,36,30,4013/4004/4013,4024,183.png
FALSE,664,Bagle-venti,ベーグル ヴェンティ,Bagle-venti,21,4,9,5,34,19,43,24,4006/4004/4006,4025,184.png
FALSE,665,Bagle-macchiato,ベーグル マキアート,Bagle-macchiato,21,4,6,3,42,24,36,18,4004/4004/4004,4025,185.png
FALSE,666,Bagle-frappuccino,ベーグル フラペチーノ,Bagle-frappuccino,24,6,18,11,22,17,50,31,4004/4004/4006,4026,186.png
FALSE,667,Bagle-tall doppio,ベーグル トール ドッピオ,Bagle-tall doppio,21,4,6,3,42,24,36,18,4004/4004/4004,4024,366.png
FALSE,668,Bagle-grande doppio,ベーグル グランデ ドッピオ,Bagle-grande doppio,15,4,6,5,30,24,36,30,4013/4004/4013,4063,367.png
FALSE,669,Bagle-venti doppio,ベーグル ヴェンティ ドッピオ,Bagle-venti doppio,21,4,9,5,34,19,43,24,4006/4004/4006,4064,368.png
FALSE,670,Bagle-frappuccino doppio,ベーグル フラペチーノ ドッピオ,Bagle-frappuccino doppio,24,6,18,11,22,17,50,31,4004/4004/4006,4026,369.png
FALSE,671,COVID-19,COVID-19,COVID-19,61190000,190,190,190,30,30,30,30,4066/4067/4068,4069,671.png
FALSE,672,Ghost Sun Ce,ゴースト・孫策,Ghost Sun Ce,138,130,20,67,22,61,7,30,2607/2607/3002,1157,548.png
FALSE,673,Ghost Emperor Nero,ゴースト・皇帝ネロ,Ghost Emperor Nero,265,112,54,49,36,44,21,19,2471/2471/3124,11040,442.png
FALSE,674,Ghost Diao Chan,ゴースト・貂蝉,Ghost Diao Chan,139,38,156,94,18,15,55,32,2016/2422/3001,1070,432.png
FALSE,675,Ghost Abraham Lincoln,ゴースト・エイブラハム・リンカーン,Ghost Abraham Lincoln,218,41,158,87,26,14,52,28,2016/2422/3001,1118,505.png
FALSE,676,Chameleon-frappuccino doppio,カメレオン フラペチーノ ドッピオ,Chameleon-frappuccino doppio,295,118,28,91,36,44,8,32,2064/2040/3129,1092,418.png
FALSE,677,Chameleon-frappuccino doppio,カメレオン フラペチーノ ドッピオ,Chameleon-frappuccino doppio,305,55,52,119,39,21,18,42,2633/2633/3121,1164,418.png
FALSE,678,Ghost Joan of Arc,ゴースト・ジャンヌ・ダルク,Ghost Joan of Arc,433,122,106,67,40,34,28,18,2719/2623/3125,1027,429.png
FALSE,679,Ghost Liu Bei,ゴースト・劉備,Ghost Liu Bei,277,130,149,69,26,37,40,17,2729/2729/3125,1029,455.png
FALSE,680,Ghost Ryoma Sakamoto,ゴースト・坂本龍馬,Ghost Ryoma Sakamoto,209,136,164,70,20,37,44,19,2397/2397/3125,1028,453.png
FALSE,681,Chameleon-passion,カメレオン パッション,Chameleon-passion,444,1,1,144,67,2,5,46,4070/4071/4071,4072,681.png
FALSE,682,COVID-19,COVID-19,COVID-19,55190000,190,190,190,30,30,30,30,4066/4067/4068,4069,671.png
FALSE,683,Ghost Inō Tadataka,ゴースト・伊能忠敬,Ghost Inō Tadataka,492,20,188,188,36,4,40,40,2423/2423/3008,1161,683.png
FALSE,684,Ghost Arthur Conan Doyle,ゴースト・コナン・ドイル,Ghost Arthur Conan Doyle,510,25,212,153,37,6,45,32,2423/2080/3008,1104,684.png
FALSE,685,Ghost Ernest Thompson Seton,ゴースト・シートン,Ghost Ernest Thompson Seton,747,66,69,142,57,16,15,32,2633/2633/3130,1160,685.png
FALSE,686,Ghost David,ゴースト・ダビデ,Ghost David,576,74,166,182,38,15,32,35,2423/2423/3008,1077,686.png
FALSE,687,Ghost Fukuzawa Yukichi,ゴースト・福沢諭吉,Ghost Fukuzawa Yukichi,351,65,264,124,25,14,55,26,2423/3008/2423,1052,687.png
FALSE,688,Ghost Sun Shangxiang,ゴースト・孫尚香,Ghost Sun Shangxiang,393,211,79,150,28,45,16,31,2595/2415/3002,1068,688.png
FALSE,689,Ghost Arthur Conan Doyle,ゴースト・コナン・ドイル,Ghost Arthur Conan Doyle,420,25,223,138,32,6,51,31,2528/2528/3001,1104,684.png
FALSE,690,Ghost Blaise Pascal,ゴースト・パスカル,Ghost Blaise Pascal,288,38,250,132,23,9,58,30,2017/2017/3003,1071,690.png
FALSE,691,Ghost Fukuzawa Yukichi,ゴースト・福沢諭吉,Ghost Fukuzawa Yukichi,294,65,322,152,7,14,68,31,2017/2017/3003,1052,687.png
FALSE,692,Ghost Xiahou Dun,ゴースト・張遼,Ghost Xiahou Dun,393,296,77,122,26,57,14,23,2595/2471/3123,1159,692.png
FALSE,693,Ghost Xiahou Dun,ゴースト・張遼,Ghost Xiahou Dun,312,181,62,179,24,42,14,40,2415/2415/3129,1159,692.png
FALSE,694,Ghost Ernest Thompson Seton,ゴースト・シートン,Ghost Ernest Thompson Seton,462,66,179,127,36,16,40,28,3004/2641/2391,1160,685.png
FALSE,695,Ghost Ernest Thompson Seton,ゴースト・シートン,Ghost Ernest Thompson Seton,474,266,212,90,27,44,35,14,2423/2017/3001,1160,685.png
FALSE,696,Ghost Izumo no Okuni,ゴースト・出雲阿国,Ghost Izumo no Okuni,534,200,59,133,38,43,12,27,2697/2313/3002,1137,696.png
FALSE,697,Ghost Kaihime,ゴースト・甲斐姫,Ghost Kaihime,249,223,45,175,19,51,11,39,2005/2313/3002,1106,697.png
FALSE,698,Ghost Sun Shangxiang,ゴースト・孫尚香,Ghost Sun Shangxiang,693,155,64,120,49,33,13,25,2265/2253/3002,1068,688.png
FALSE,699,Ghost Fukuzawa Yukichi,ゴースト・福沢諭吉,Ghost Fukuzawa Yukichi,351,65,264,174,23,13,51,33,2423/3008/2423,1052,687.png
FALSE,700,Ghost David,ゴースト・ダビデ,Ghost David,489,217,67,167,32,43,13,32,2005/2595/3002,1077,686.png
FALSE,701,Ghost Ernest Thompson Seton,ゴースト・シートン,Ghost Ernest Thompson Seton,747,66,69,142,57,16,15,32,2633/2633/3008,1160,685.png
FALSE,702,Ghost Kaihime,ゴースト・甲斐姫,Ghost Kaihime,435,223,45,146,32,48,9,31,2471/2471/3119,1106,697.png
FALSE,703,Ghost Xiahou Dun,ゴースト・張遼,Ghost Xiahou Dun,396,311,62,121,26,60,11,23,2471/2471/3119,1159,692.png
FALSE,704,Ghost Plato,ゴースト・プラトン,Ghost Plato,408,296,64,124,27,58,12,23,2471/2415/3123,1144,704.png
FALSE,705,Ghost Arthur Conan Doyle,ゴースト・コナン・ドイル,Ghost Arthur Conan Doyle,594,25,69,234,46,6,15,53,2633/2633/3008,1104,684.png
FALSE,706,Ghost Kaihime,ゴースト・甲斐姫,Ghost Kaihime,336,223,45,150,26,51,10,33,2471/2471/3119,1106,697.png
FALSE,707,Ghost Xiahou Dun,ゴースト・張遼,Ghost Xiahou Dun,318,207,62,234,21,41,12,46,2415/2696/3008,1159,692.png
FALSE,708,Ghost Xiahou Dun,ゴースト・張遼,Ghost Xiahou Dun,318,205,62,234,21,41,12,46,2414/2697/3008,1159,692.png
FALSE,709,Ghost Xiahou Dun,ゴースト・張遼,Ghost Xiahou Dun,312,195,62,234,21,40,12,47,2415/2697/3008,1159,692.png
FALSE,710,Ghost MCH Artist,ゴースト・MCHアーティスト,Ghost MCH Artist,378,53,241,75,31,13,58,18,2570/2570/3125,1019,712.png
FALSE,711,Ghost Pythagoras,ゴースト・ピタゴラス,Ghost Pythagoras,513,194,194,302,24,27,27,42,2624/2624/3130,1165,711.png
FALSE,712,Ghost MCH Warrior,ゴースト・MCHウォーリアー,Ghost MCH Warrior,600,255,42,127,39,49,8,24,2755/2755/3128,1017,710.png
FALSE,713,Ghost Ikkyu,ゴースト・一休,Ghost Ikkyu,468,72,235,140,32,15,46,27,2092/2029/3001,1132,713.png
FALSE,714,Ghost Erwin Schrödinger,ゴースト・シュレディンガー,Ghost Erwin Schrödinger,492,31,274,131,33,7,54,26,2017/2080/3001,1053,714.png
FALSE,715,Ghost Sarutahiko,ゴースト・猿田彦,Ghost Sarutahiko,588,66,328,160,32,11,52,25,2080/2017/3001,1149,715.png
FALSE,716,Ghost Plato,ゴースト・プラトン,Ghost Plato,450,261,64,110,31,54,13,22,2471/2471/3123,1144,704.png
FALSE,717,Ghost Plato,ゴースト・プラトン,Ghost Plato,450,261,64,110,31,54,13,22,2471/2471/3123,1144,704.png
FALSE,718,Ghost Kintaro,ゴースト・金太郎,Ghost Kintaro,813,266,20,234,42,40,3,35,2471/2471/3123,1100,718.png
FALSE,719,Ghost Brothers Grimm,ゴースト・グリム兄弟,Ghost Brothers Grimm,504,35,332,85,33,7,64,16,2080/2080/3001,1042,421.png
FALSE,720,Ghost Brothers Grimm,ゴースト・グリム兄弟,Ghost Brothers Grimm,558,35,264,155,35,7,49,29,2528/2528/3001,1042,421.png
FALSE,721,Ghost Brothers Grimm,ゴースト・グリム兄弟,Ghost Brothers Grimm,804,35,282,85,48,7,50,15,2080/2080/3001,1042,421.png
FALSE,722,Ghost Xu Chu,ゴースト・許褚,Ghost Xu Chu,885,308,51,134,45,47,8,20,2064/2606/3128,1080,722.png
FALSE,723,Ghost Tokugawa Yoshinobu,ゴースト・徳川慶喜,Ghost Tokugawa Yoshinobu,567,57,225,110,40,12,46,22,2337/2337/3004,1083,422.png
FALSE,724,Ghost Tokugawa Yoshinobu,ゴースト・徳川慶喜,Ghost Tokugawa Yoshinobu,567,57,225,110,40,12,46,22,2337/2337/3004,1083,422.png
FALSE,725,Ghost Wright Brothers,ゴースト・ライト兄弟,Ghost Wright Brothers,420,47,257,193,27,9,48,36,2017/2017/3122,1016,725.png
FALSE,726,Ghost Wright Brothers,ゴースト・ライト兄弟,Ghost Wright Brothers,420,47,257,193,27,9,48,36,2017/2017/3114,1016,725.png
FALSE,727,Ghost Wright Brothers,ゴースト・ライト兄弟,Ghost Wright Brothers,420,47,257,193,27,9,48,36,2017/2017/3114,1016,725.png
FALSE,728,Ghost Ikkyu,ゴースト・一休,Ghost Ikkyu,630,72,384,54,35,12,64,9,2241/2241/3122,1132,713.png
FALSE,729,Ghost Montesquieu,ゴースト・モンテスキュー,Ghost Montesquieu,447,51,278,159,29,10,52,29,2641/2641/3122,1089,729.png
FALSE,730,Ghost Hans Christian Andersen,ゴースト・アンデルセン,Ghost Hans Christian Andersen,582,46,314,116,35,9,56,20,2241/2241/3122,1115,563.png
FALSE,731,Ghost Salome,ゴースト・サロメ,Ghost Salome,684,208,43,191,41,38,7,34,2697/2313/3002,1119,731.png
FALSE,732,Ghost Plato,ゴースト・プラトン,Ghost Plato,321,346,64,153,20,62,11,27,2697/2313/3002,1144,704.png
FALSE,733,Ghost Plato,ゴースト・プラトン,Ghost Plato,321,346,64,153,20,62,11,27,2697/2313/3002,1144,704.png
FALSE,734,Ghost Izumo no Okuni,ゴースト・出雲阿国,Ghost Izumo no Okuni,579,313,59,105,35,57,10,18,2697/2697/3002,1137,696.png
FALSE,735,Ghost Izumo no Okuni,ゴースト・出雲阿国,Ghost Izumo no Okuni,579,313,59,105,35,57,10,18,2697/2697/3002,1137,696.png
FALSE,736,Ghost Izumo no Okuni,ゴースト・出雲阿国,Ghost Izumo no Okuni,534,319,59,114,32,58,10,20,2697/2606/3002,1137,696.png
FALSE,737,Ghost Fyodor Dostoevsky,ゴースト・ドストエフスキー,Ghost Fyodor Dostoevsky,849,500,134,396,26,46,12,36,2665/2665/3129,1170,737.png
FALSE,738,Ghost Fyodor Dostoevsky,ゴースト・ドストエフスキー,Ghost Fyodor Dostoevsky,849,500,134,396,26,46,12,36,2665/2665/3129,1170,737.png
FALSE,739,Ghost Montgomery,ゴースト・モンゴメリ,Ghost Montgomery,429,435,259,133,18,54,32,16,2241/2017/3122,1139,739.png
FALSE,740,Ghost Xiahou Dun,ゴースト・張遼,Ghost Xiahou Dun,630,423,62,167,30,59,8,23,2562/2562/3121,1159,692.png
FALSE,741,Ghost Higuchi Ichiyō,ゴースト・樋口一葉,Ghost Higuchi Ichiyō,465,39,311,183,28,7,54,31,3004/2571/2454,1152,741.png
FALSE,742,Ghost Higuchi Ichiyō,ゴースト・樋口一葉,Ghost Higuchi Ichiyō,465,39,211,283,28,7,36,49,3004/2454/2571,1152,741.png
FALSE,743,Ghost Goethe,ゴースト・ゲーテ,Ghost Goethe,822,57,103,136,58,12,22,28,2633/2633/3008,1141,743.png
FALSE,744,Ghost Toyotomi Hideyoshi,ゴースト・豊臣秀吉,Ghost Toyotomi Hideyoshi,543,63,80,306,35,12,15,58,2673/2633/3114,1124,744.png
FALSE,745,Ghost Sarutahiko,ゴースト・猿田彦,Ghost Sarutahiko,420,66,609,173,18,8,73,21,2640/2391/3114,1149,715.png
FALSE,746,Ghost Brothers Grimm,ゴースト・グリム兄弟,Ghost Brothers Grimm,504,379,210,113,24,53,28,15,2471/2471/3004,1042,421.png
FALSE,747,Ghost Tokugawa Yoshinobu,ゴースト・徳川慶喜,Ghost Tokugawa Yoshinobu,594,57,168,160,41,12,35,32,3004/2633/2337,1083,422.png
FALSE,748,Ghost Tokugawa Yoshinobu,ゴースト・徳川慶喜,Ghost Tokugawa Yoshinobu,567,57,225,110,40,12,46,22,3004/2337/2337,1083,422.png
FALSE,749,Ghost Kintaro,ゴースト・金太郎,Ghost Kintaro,711,351,35,114,39,58,5,18,2595/2471/3121,1100,718.png
FALSE,750,Ghost Toyotomi Hideyoshi,ゴースト・豊臣秀吉,Ghost Toyotomi Hideyoshi,567,164,51,249,35,31,9,45,3121/2253/2471,1124,744.png
FALSE,751,Ghost Toyotomi Hideyoshi,ゴースト・豊臣秀吉,Ghost Toyotomi Hideyoshi,441,192,51,263,28,35,9,48,3121/2415/2471,1124,744.png
FALSE,752,Ghost Brothers Grimm,ゴースト・グリム兄弟,Ghost Brothers Grimm,546,35,353,100,33,7,63,17,2423/2080/3001,1042,421.png
FALSE,753,Ghost Sun Ce,ゴースト・孫策,Ghost Sun Ce,678,282,35,127,41,51,6,22,2697/2697/3002,1157,548.png
FALSE,754,Ghost Sun Ce,ゴースト・孫策,Ghost Sun Ce,417,368,50,113,25,66,9,20,2697/2595/3002,1157,548.png
FALSE,755,Ghost SATOSHI・NAKAMOTO ALPHA CC,ゴースト・サトシ・ナカモト ALPHA CC,Ghost SATOSHI・NAKAMOTO ALPHA CC,600,211,85,180,36,38,15,31,3129/2756/2721,1122,755.png
FALSE,756,Ghost SATOSHI・NAKAMOTO ALPHA CC,ゴースト・サトシ・ナカモト ALPHA CC,Ghost SATOSHI・NAKAMOTO ALPHA CC,600,222,85,180,35,39,15,31,3129/2756/2579,1122,755.png
FALSE,757,Ghost Salome,ゴースト・サロメ,Ghost Salome,564,263,64,234,31,42,10,37,2756/2756/3123,1119,731.png
FALSE,758,Ghost Takasugi Shinsaku,ゴースト・高杉晋作,Ghost Takasugi Shinsaku,516,284,111,236,26,43,16,35,2313/2313/3130,1108,758.png
FALSE,759,Ghost Takasugi Shinsaku,ゴースト・高杉晋作,Ghost Takasugi Shinsaku,516,284,111,236,26,43,16,35,2313/2313/3120,1108,758.png
FALSE,760,Ghost Takasugi Shinsaku,ゴースト・高杉晋作,Ghost Takasugi Shinsaku,516,284,111,236,26,43,16,35,2313/2313/3106,1108,758.png
FALSE,761,Ghost Sun Ce,ゴースト・孫策,Ghost Sun Ce,654,333,35,168,35,53,6,26,2115/2446/3121,1157,548.png
FALSE,762,Ghost Lady Chacha,ゴースト・茶々,Ghost Lady Chacha,399,68,455,165,20,10,66,24,2028/3004/2528,1097,762.png
FALSE,763,Ghost Sun Ce,ゴースト・孫策,Ghost Sun Ce,754,326,35,167,39,51,5,25,2115/2606/3103,1157,548.png
FALSE,764,Ghost Akechi Mitsuhide,ゴースト・明智光秀,Ghost Akechi Mitsuhide,642,57,373,159,32,9,56,23,3003/2641/2641,1103,569.png
FALSE,765,Ghost Hans Christian Andersen,ゴースト・アンデルセン,Ghost Hans Christian Andersen,660,46,354,116,36,8,58,18,3003/2528/2017,1115,563.png
FALSE,766,Ghost Tokugawa Yoshinobu,ゴースト・徳川慶喜,Ghost Tokugawa Yoshinobu,567,57,500,99,27,8,71,14,2241/3003/2241,1083,422.png
FALSE,767,Ghost Jack the Ripper,ゴースト・ジャックザリッパー,Ghost Jack the Ripper,666,999,999,666,10,42,41,27,3114/2053/2206,1024,767.png
FALSE,768,Ghost Jack the Ripper,ゴースト・ジャックザリッパー,Ghost Jack the Ripper,666,999,999,666,10,42,41,27,3114/2052/2206,1024,767.png
FALSE,769,Ghost Jack the Ripper,ゴースト・ジャックザリッパー,Ghost Jack the Ripper,666,999,999,666,10,42,41,27,3114/2053/2206,1024,767.png
FALSE,770,Ghost Trưng Sisters,ゴースト・チュン姉妹,Ghost Trưng Sisters,651,566,581,111,18,46,47,9,2665/2665/3008,1130,430.png
FALSE,771,Ghost Trưng Sisters,ゴースト・チュン姉妹,Ghost Trưng Sisters,651,566,581,180,17,44,46,13,2665/2665/3122,1130,430.png
FALSE,772,Ghost Trưng Sisters,ゴースト・チュン姉妹,Ghost Trưng Sisters,651,566,581,111,18,46,47,9,2665/2665/3008,1130,430.png
FALSE,773,Ghost Brothers Grimm,ゴースト・グリム兄弟,Ghost Brothers Grimm,831,35,273,117,48,6,47,19,2016/2240/3001,1042,421.png
FALSE,774,Ghost Goemon Ishikawa,ゴースト・石川五右衛門,Ghost Goemon Ishikawa,813,238,86,155,44,39,13,24,2594/2594/3002,1049,774.png
FALSE,775,Ghost Percival,ゴースト・パーシヴァル,Ghost Percival,888,284,32,188,45,43,4,28,2414/2414/3103,1123,462.png
FALSE,776,Ghost Ivan the Terrible,ゴースト・イワン雷帝,Ghost Ivan the Terrible,810,90,238,148,44,15,38,23,2016/2360/3001,1054,776.png
FALSE,777,Ghost Jiang Ziya,ゴースト・太公望,Ghost Jiang Ziya,630,70,339,123,34,12,55,19,2016/2016/3001,1039,777.png
FALSE,778,Ghost Gennai Hiraga,ゴースト・平賀源内,Ghost Gennai Hiraga,603,82,274,171,34,13,45,28,2076/2016/3001,1038,553.png
FALSE,779,Ghost Huang Zhong,ゴースト・黄忠,Ghost Huang Zhong,834,234,112,182,42,35,16,27,2470/2040/3008,1066,508.png
FALSE,780,Ghost Pocahontas,ゴースト・ポカホンタス,Ghost Pocahontas,744,55,246,201,40,9,39,32,3004/2091/2091,1079,780.png
FALSE,781,Ghost Pocahontas,ゴースト・ポカホンタス,Ghost Pocahontas,882,77,233,156,47,13,36,24,2336/3004/2578,1079,780.png
FALSE,782,Ghost Benkei,ゴースト・武蔵坊弁慶,Ghost Benkei,699,262,40,215,38,42,6,34,2312/2312/3103,1064,782.png
FALSE,783,Ghost Sun Jian,ゴースト・孫堅,Ghost Sun Jian,696,308,72,168,36,48,11,25,2696/2594/3002,1082,547.png
FALSE,784,Ghost Sun Jian,ゴースト・孫堅,Ghost Sun Jian,651,294,55,184,35,48,8,29,2696/2696/3002,1082,547.png
FALSE,785,Ghost ETHEREMON-RED,ゴースト・ETHEREMON-RED,Ghost ETHEREMON-RED,999,999,150,240,24,70,10,16,2240/2337/3119,1015,785.png
FALSE,786,Ghost ETHEREMON-BLUE,ゴースト・ETHEREMON-BLUE,Ghost ETHEREMON-BLUE,999,150,999,259,23,11,69,17,2648/2470/3006,1022,786.png
FALSE,787,Ghost ETHEREMON-RED,ゴースト・ETHEREMON-RED,Ghost ETHEREMON-RED,999,999,140,245,24,70,9,17,2240/2337/3119,1015,785.png
FALSE,788,Ghost Ivan the Terrible,ゴースト・イワン雷帝,Ghost Ivan the Terrible,909,57,271,115,49,10,43,18,3125/2016/2079,1054,776.png
FALSE,789,Ghost Hanzo Hattori,ゴースト・服部半蔵,Ghost Hanzo Hattori,849,82,237,148,46,14,37,23,2079/2422/3001,1041,789.png
FALSE,790,Ghost Lakshmi Bai,ゴースト・ラクシュミー・バーイ,Ghost Lakshmi Bai,720,300,57,153,39,48,9,24,2696/2696/3102,1145,431.png
FALSE,791,Ghost Sanada Yukimura,ゴースト・真田幸村,Ghost Sanada Yukimura,801,256,48,179,43,41,8,28,2470/2648/3123,1092,791.png
FALSE,792,Ghost Isaac Newton,ゴースト・ニュートン,Ghost Isaac Newton,786,240,141,157,40,36,21,23,2624/2470/3123,1171,792.png
